bump_region_mse,detail_amplitude,detail_amplitude_error,detail_component_relative_mse,elapsed_seconds,flat_region_mse,gradient_rounding_cosine,gradient_rounding_mse,gradient_zeroed_fraction,initial_calibration_seconds,mode,outside_bump_mse,relative_to_constant_mse,reselection_seconds,seed,selection_seconds,step,target,target_variance,total_gradient_cosine,total_gradient_mse,training_loss,transition_mse,validation_mse,weight_rounding_gradient_cosine,weight_rounding_output_mse
,0.00023332009732257575,0.009766679902677424,1.3620110969873451,1.6305262921378016,,0.9999999999999983,0.0,0.0,0.0,fp32,,0.0010846245338137351,0.0,1,0.0,2000,detail,0.49235692620277405,0.9999999999999983,0.0,0.0006283407565206289,,0.0005340224015526474,0.9999999999999983,0.0
,0.0008378074853681028,0.009162192514631897,2.0108043417109958,8.560437208972871,,0.9996210776590713,3.984423095982452e-08,0.00010432968179447053,0.0,fixed-e4m3,,0.0015402730372766817,0.0,1,0.0,2000,detail,0.49235692620277405,0.8849317005174606,1.1516981595956464e-05,0.0026344882789999247,,0.0007583640981465578,0.8859866242436916,0.001926644705235958
,-0.0010162218241021037,0.011016221824102104,3.3335666729349023,7.734588457969949,,0.998702871020131,5.931613693345495e-09,0.0,0.0,fixed-e5m2,,0.001589663437297395,0.0,1,0.0,2000,detail,0.49235692620277405,0.8055957879570732,0.00013917035846319048,0.0005173512035980821,,0.0007826818036846817,0.8060200918209173,0.025318855419754982
,-0.00040326383896172047,0.01040326383896172,2.0264684195995004,8.863691915990785,,0.9984707787270799,2.0533765065798216e-08,0.0,0.0,fixed-hybrid,,0.001693100193592824,0.0,1,0.0,2000,detail,0.49235692620277405,-0.6397411810720867,3.147436648449078e-05,0.000627978821285069,,0.0008336096070706844,-0.6398740229519938,0.0024554096162319183
,-0.0009525423520244658,0.010952542352024466,4.234369960621911,8.465557249961421,,0.9999157892852462,1.2748915164512273e-09,0.015440792905581638,0.009231166914105415,calibrated,,0.0012372015313447803,0.0,1,0.009231166914105415,2000,detail,0.49235692620277405,0.6240142297515603,5.585124928757529e-06,0.0005620598094537854,,0.0006091447430662811,0.6233291096621193,0.0004275051469448954
,0.000550063094124198,0.009449936905875802,2.154930208981188,7.718154791975394,,0.9999113688506759,5.090683895710025e-10,0.020865936358894107,0.009231166914105415,adaptive,,0.0008840704861087782,0.09406471904367208,1,0.1032958859577775,2000,detail,0.49235692620277405,0.34227482108241575,4.269069906383432e-06,0.0004286582407075912,,0.0004352782270871103,0.34232482203716835,0.0004637523670680821
0.03305326774716377,,,,1.2584805830847472,,0.999999999999997,0.0,0.0,0.0,fp32,0.0005655806744471192,0.23974957219643403,0.0,1,0.0,2000,bump,0.004668275360018015,0.999999999999997,0.0,0.00020027661230415106,,0.0011192170204594731,0.999999999999997,0.0
0.03766556829214096,,,,7.537692833924666,,0.9996312582122271,6.1697426846795e-10,0.0,0.0,fixed-e4m3,0.0006168908439576626,0.2673905952541859,0.0,1,0.0,2000,bump,0.004668275360018015,0.2117279359484055,5.624303249845412e-06,0.00037021166644990444,,0.001248252927325666,0.21451985734499424,0.0008906906587071717
0.03095061331987381,,,,7.753403707873076,,0.9985538141094845,2.3719059134781527e-09,0.0,0.0,fixed-e5m2,0.0012338828528299928,0.3727924912057751,0.0,1,0.0,2000,bump,0.004668275360018015,0.15574001333555684,6.1640917503400125e-06,0.0004493868909776211,,0.0017402980010956526,0.14982691499913992,0.0018873248482123017
0.045242857187986374,,,,7.534728500060737,,0.9988039608239712,4.202358957245609e-09,0.0,0.0,fixed-hybrid,0.0007258116384036839,0.31798580455249825,0.0,1,0.0,2000,bump,0.004668275360018015,0.7479617697181652,5.566191189979384e-06,0.0006688777939416468,,0.001484445296227932,0.7473847599887655,0.001034437445923686
