family,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step,target
silu,1.3975666761398315,-0.9480019410451254,-0.06181022649010023,0.6164481441179911,0.46505000193913776,fixed-hybrid,0.22676595052083334,0.5723063151041666,3.6934954550815746e-05,,1,0.0006917317708333334,0,kink
relu,1.0071899890899658,-0.6624874472618103,-0.05161145950357119,0.7099092404047648,0.4467366536458333,fixed-hybrid,0.203857421875,0.5532633463541666,0.00010965956607833505,0.008626302083333334,1,0.5532633463541666,2000,kink
tanh,1.0465044975280762,-0.756170392036438,0.018160810073216755,0.6526272495587667,0.924335757891337,fixed-hybrid,0.3017578125,0.4658203125,0.00012641576176974922,,1,0.0,2000,kink
silu,1.0839776992797852,-0.7570075790087382,-0.044524612526098885,0.49376436074574787,0.46879637241363525,fixed-hybrid,0.3345540364583333,0.5825602213541666,2.9076446783922922e-05,,1,0.0,2000,kink
relu,1.2545565366744995,-0.6888976295789083,-0.051842041313648224,0.8136407335599264,0.4639485677083333,calibrated,0.1436767578125,0.5360514322916666,1.4484608982456848e-05,0.0028076171875,1,0.5360514322916666,0,kink
tanh,1.403794288635254,-0.9161758224169413,-0.022610701620578766,0.8674419522285461,0.8891113003094991,calibrated,0.2684326171875,0.5218912760416666,2.4360813161668677e-05,,1,0.0,0,kink
silu,1.3898895978927612,-0.9423737525939941,-0.0618129950016737,0.5983502467473348,0.4637492895126343,calibrated,0.22998046875,0.575439453125,9.56786667908697e-06,,1,0.0005696614583333334,0,kink
relu,0.9811376929283142,-0.6495527029037476,-0.06379833584651351,0.7059502204259237,0.4402669270833333,calibrated,0.182373046875,0.5597330729166666,1.0718038235305963e-05,0.0026448567708333335,1,0.5597330729166666,2000,kink
tanh,1.0922073125839233,-0.7369604905446371,-0.00027170653144518536,0.6407689253489176,0.9235137701034546,calibrated,0.2752685546875,0.4864908854166667,2.936918281193357e-05,,1,0.0,2000,kink
silu,1.1780996322631836,-0.7287058234214783,-0.03572524959842364,0.4977538088957469,0.4727015693982442,calibrated,0.3219401041666667,0.562255859375,7.264769616692017e-06,,1,0.0,2000,kink
relu,1.2545565366744995,-0.6888976295789083,-0.051842041313648224,0.8136407335599264,0.4639485677083333,adaptive,0.1436767578125,0.5360514322916666,1.4484608982456848e-05,0.0028076171875,1,0.5360514322916666,0,kink
tanh,1.403794288635254,-0.9161758224169413,-0.022610701620578766,0.8674419522285461,0.8891113003094991,adaptive,0.2684326171875,0.5218912760416666,2.4360813161668677e-05,,1,0.0,0,kink
silu,1.3898895978927612,-0.9423737525939941,-0.0618129950016737,0.5983502467473348,0.4637492895126343,adaptive,0.22998046875,0.575439453125,9.56786667908697e-06,,1,0.0005696614583333334,0,kink
relu,0.9811376929283142,-0.6495527029037476,-0.06379833584651351,0.7059502204259237,0.4402669270833333,adaptive,0.182373046875,0.5597330729166666,1.0718038235305963e-05,0.0026448567708333335,1,0.5597330729166666,2000,kink
tanh,1.0922073125839233,-0.7369604905446371,-0.00027170653144518536,0.6407689253489176,0.9235137701034546,adaptive,0.2752685546875,0.4864908854166667,2.936918281193357e-05,,1,0.0,2000,kink
silu,1.1780996322631836,-0.7287058234214783,-0.03572524959842364,0.4977538088957469,0.4727015693982442,adaptive,0.3219401041666667,0.562255859375,7.264769616692017e-06,,1,0.0,2000,kink
relu,1.3857738971710205,-0.6867843468983968,-0.04798181230823199,0.8199329574902853,0.4487711588541667,fp32,0.22029622395833334,0.5512288411458334,0.0,0.0,1,0.5512288411458334,0,plateau
tanh,1.4468960762023926,-0.795727550983429,0.02906796584526698,0.856129010518392,0.8926377495129904,fp32,0.24601236979166666,0.4561767578125,0.0,,1,0.0,0,plateau
silu,1.1071982383728027,-0.8731835087140402,-0.08063798646132152,0.5951837102572123,0.45971376697222394,fp32,0.2572021484375,0.6175944010416666,0.0,,1,0.0,0,plateau
relu,4.255777835845947,-1.561682681242625,-0.07426343858242035,1.8420926531155903,0.4430745442708333,fp32,0.14347330729166666,0.5569254557291666,0.0,0.0,1,0.5569254557291666,2000,plateau
tanh,5.029162883758545,-1.7706191142400105,0.014138209323088327,2.0119627515474954,0.7969316244125366,fp32,0.19950358072916666,0.4855550130208333,0.0,,1,0.009765625,2000,plateau
silu,2.7003705501556396,-1.2216616074244182,-0.06668691569939256,0.932657519976298,0.4702954987684886,fp32,0.207275390625,0.5883382161458334,0.0,,1,0.0036214192708333335,2000,plateau
relu,1.3930692672729492,-0.6920547485351562,-0.04613896273076534,0.8132146994272867,0.4508870442708333,fixed-e4m3,0.2222900390625,0.5491129557291666,6.427269666649711e-05,0.008544921875,1,0.5491129557291666,0,plateau
tanh,1.427638053894043,-0.7815648317337036,0.028860988716284435,0.8534918427467346,0.8939091761906942,fixed-e4m3,0.24702962239583334,0.4555257161458333,0.00012334765051491559,,1,0.0,0,plateau
silu,1.1233413219451904,-0.8698773185412089,-0.07524028917153676,0.5941745440165201,0.46016791462898254,fixed-e4m3,0.269287109375,0.6180826822916666,3.574176177304859e-05,,1,0.0,0,plateau
relu,4.102121353149414,-1.5380474130312602,-0.0808980589111646,1.7193023959795635,0.4366048177083333,fixed-e4m3,0.14921061197916666,0.5633951822916666,0.00012431041128972234,0.006795247395833333,1,0.5633951822916666,2000,plateau
tanh,4.787148475646973,-1.7672707835833232,0.016142156285544235,1.926466464996338,0.8032959500948588,fixed-e4m3,0.213623046875,0.4849446614583333,0.00011620194466862206,,1,0.009114583333333334,2000,plateau
silu,2.618454694747925,-1.2211089730262756,-0.07517126202583313,0.8727456529935201,0.4646238585313161,fixed-e4m3,0.2236328125,0.599365234375,5.207329559198115e-05,,1,0.004109700520833333,2000,plateau
relu,1.4104863405227661,-0.6897791028022766,-0.04892797643939654,0.824349562327067,0.44580078125,fixed-e5m2,0.22212727864583334,0.55419921875,0.00023234002340662604,0.0150146484375,1,0.55419921875,0,plateau
tanh,1.4835728406906128,-0.8038145303726196,0.02605521430571874,0.8530211051305135,0.894115666548411,fixed-e5m2,0.256103515625,0.4618733723958333,0.0003552089716928701,,1,0.0,0,plateau
silu,1.1025670766830444,-0.8672501047452291,-0.07834671065211296,0.5948383212089539,0.4596289098262787,fixed-e5m2,0.2511393229166667,0.6151123046875,0.00013678295363206416,,1,0.0,0,plateau
relu,4.092790603637695,-1.5379107395807903,-0.07108428329229355,1.7171481251716614,0.4450276692708333,fixed-e5m2,0.1512451171875,0.5549723307291666,0.0004213371187991773,0.014729817708333334,1,0.5549723307291666,2000,plateau
tanh,4.970552444458008,-1.7952188452084858,0.008134947468837103,1.9884130557378132,0.8096343080202738,fixed-e5m2,0.21431477864583334,0.493896484375,0.00033957518947621185,,1,0.0115966796875,2000,plateau
silu,2.6086301803588867,-1.1439448197682698,-0.06947358697652817,0.9327948292096456,0.46580828229586285,fixed-e5m2,0.24788411458333334,0.6012369791666666,0.00014092110601874688,,1,0.0022786458333333335,2000,plateau
relu,1.3930692672729492,-0.6920547485351562,-0.04613896273076534,0.8132146994272867,0.4508870442708333,fixed-hybrid,0.2222900390625,0.5491129557291666,6.427269666649711e-05,0.008544921875,1,0.5491129557291666,0,plateau
tanh,1.427638053894043,-0.7815648317337036,0.028860988716284435,0.8534918427467346,0.8939091761906942,fixed-hybrid,0.24702962239583334,0.4555257161458333,0.00012334765051491559,,1,0.0,0,plateau
silu,1.1233413219451904,-0.8698773185412089,-0.07524028917153676,0.5941745440165201,0.46016791462898254,fixed-hybrid,0.269287109375,0.6180826822916666,3.574176177304859e-05,,1,0.0,0,plateau
relu,4.134523391723633,-1.5410902102788289,-0.07513000691930453,1.74490487575531,0.4402669270833333,fixed-hybrid,0.15010579427083334,0.5597330729166666,0.0001319189565644289,0.005940755208333333,1,0.5597330729166666,2000,plateau
tanh,4.881775856018066,-1.7570120890935261,0.009800138572851816,1.9271217981974285,0.8033699989318848,fixed-hybrid,0.20926920572916666,0.4898681640625,0.00015339462455206862,,1,0.009358723958333334,2000,plateau
silu,2.564354181289673,-1.2048723101615906,-0.06891844297448795,0.8925617138544718,0.46853400270144147,fixed-hybrid,0.21866861979166666,0.5911051432291666,5.853946944019602e-05,,1,0.003987630208333333,2000,plateau
relu,1.3921501636505127,-0.6834243933359782,-0.04937783752878507,0.822877566019694,0.4486490885416667,calibrated,0.22078450520833334,0.5513509114583334,1.7444856590979423e-05,0.0045166015625,1,0.5513509114583334,0,plateau
tanh,1.4441758394241333,-0.796860913435618,0.0295520822207133,0.8566698829332987,0.8923642635345459,calibrated,0.24605305989583334,0.45556640625,2.5036731434132282e-05,,1,0.0,0,plateau
silu,1.0986826419830322,-0.875221312046051,-0.08009485279520352,0.599828044573466,0.4599373737970988,calibrated,0.2573649088541667,0.6160074869791666,7.110646947694477e-06,,1,0.0,0,plateau
relu,4.221683502197266,-1.542676866054535,-0.08253918339808781,1.741285781065623,0.4352213541666667,calibrated,0.1456298828125,0.5647786458333334,3.348956609746286e-05,0.0030517578125,1,0.5647786458333334,2000,plateau
tanh,4.824653148651123,-1.7492019931475322,0.016415111332510907,1.93341459830602,0.8047678073247274,calibrated,0.20808919270833334,0.4820149739583333,4.690044079325162e-05,,1,0.008748372395833334,2000,plateau
silu,2.6488003730773926,-1.2032932043075562,-0.06650427092487614,0.8920479814211527,0.46919775009155273,calibrated,0.22111002604166666,0.5887044270833334,1.5368550217923865e-05,,1,0.004109700520833333,2000,plateau
relu,1.3921501636505127,-0.6834243933359782,-0.04937783752878507,0.822877566019694,0.4486490885416667,adaptive,0.22078450520833334,0.5513509114583334,1.7444856590979423e-05,0.0045166015625,1,0.5513509114583334,0,plateau
tanh,1.4441758394241333,-0.796860913435618,0.0295520822207133,0.8566698829332987,0.8923642635345459,adaptive,0.24605305989583334,0.45556640625,2.5036731434132282e-05,,1,0.0,0,plateau
silu,1.0986826419830322,-0.875221312046051,-0.08009485279520352,0.599828044573466,0.4599373737970988,adaptive,0.2573649088541667,0.6160074869791666,7.110646947694477e-06,,1,0.0,0,plateau
relu,4.221683502197266,-1.542676866054535,-0.08253918339808781,1.741285781065623,0.4352213541666667,adaptive,0.1456298828125,0.5647786458333334,3.348956609746286e-05,0.0030517578125,1,0.5647786458333334,2000,plateau
tanh,4.824653148651123,-1.7492019931475322,0.016415111332510907,1.93341459830602,0.8047678073247274,adaptive,0.20808919270833334,0.4820149739583333,4.690044079325162e-05,,1,0.008748372395833334,2000,plateau
silu,2.6488003730773926,-1.2032932043075562,-0.06650427092487614,0.8920479814211527,0.46919775009155273,adaptive,0.22111002604166666,0.5887044270833334,1.5368550217923865e-05,,1,0.004109700520833333,2000,plateau
relu,1.0741535425186157,-0.7722273866335551,-0.08010462050636609,0.6914391915003458,0.4107666015625,fp32,0.2078857421875,0.5892333984375,0.0,0.0,1,0.5892333984375,0,detail
tanh,1.1118485927581787,-0.7286108533541361,-0.005109928548336029,0.7515844504038492,0.9050587813059489,fp32,0.2203369140625,0.5065511067708334,0.0,,1,0.0,0,detail
silu,1.071574091911316,-0.7507369915644327,-0.059631472453475,0.5507843891779581,0.46653297543525696,fp32,0.2798665364583333,0.5885416666666666,0.0,,1,0.0,0,detail
relu,5.823880195617676,-3.082654515902201,-0.17387166122595468,2.0612900257110596,0.3968912760416667,fp32,0.07303873697916667,0.6031087239583334,0.0,0.0,1,0.6031087239583334,2000,detail
tanh,4.122310638427734,-1.465972661972046,0.014811034624775251,1.7655139366785686,0.8077477812767029,fp32,0.18326822916666666,0.4937337239583333,0.0,,1,0.003662109375,2000,detail
silu,2.4107773303985596,-1.467522422472636,-0.005901463329792023,1.2138692537943523,0.4908693830172221,fp32,0.17525227864583334,0.5081380208333334,0.0,,1,0.005208333333333333,2000,detail
relu,1.0973533391952515,-0.7802051504453024,-0.07781789700190227,0.6903102000554403,0.4120686848958333,fixed-e4m3,0.20572916666666666,0.5879313151041666,5.391902474608893e-05,0.006754557291666667,1,0.5879313151041666,0,detail
tanh,1.1265206336975098,-0.7337618867556254,-0.009865211943785349,0.7595505515734354,0.90374622742335,fixed-e4m3,0.21390787760416666,0.5093994140625,0.00011987032727726425,,1,0.0,0,detail
silu,1.1063735485076904,-0.7519005338350931,-0.05893980401257674,0.5538042386372884,0.4666118423144023,fixed-e4m3,0.2834879557291667,0.5880126953125,3.251316835909771e-05,,1,0.0,0,detail
relu,5.43189811706543,-3.004526893297831,-0.1848621815443039,1.9874353806177776,0.3943684895833333,fixed-e4m3,0.07686360677083333,0.6056315104166666,8.102523315756116e-05,0.004069010416666667,1,0.6056315104166666,2000,detail
tanh,3.7757863998413086,-1.4624909162521362,0.010284733027219772,1.67094220717748,0.8154573837916056,fixed-e4m3,0.19685872395833334,0.4964192708333333,0.00016472008913600197,,1,0.0026448567708333335,2000,detail
silu,2.4915528297424316,-1.4240256150563557,-0.024242053429285686,1.130789081255595,0.483437180519104,fixed-e4m3,0.19632975260416666,0.5257161458333334,7.67689234635327e-05,,1,0.0023193359375,2000,detail
relu,1.0974836349487305,-0.7647251685460409,-0.07688739523291588,0.674040416876475,0.4029541015625,fixed-e5m2,0.22208658854166666,0.5970458984375,0.00022894024732522666,0.019449869791666668,1,0.5970458984375,0,detail
tanh,1.1222560405731201,-0.7122771541277567,0.0012673164407412212,0.7446395754814148,0.9076712131500244,fixed-e5m2,0.234619140625,0.5013427734375,0.00039210496470332146,,1,0.0,0,detail
silu,1.039846658706665,-0.7375797828038534,-0.05798720009624958,0.5425166090329488,0.4680918753147125,fixed-e5m2,0.2829182942708333,0.5896809895833334,0.00012558232992887497,,1,0.0,0,detail
relu,5.383558750152588,-3.1892388661702475,-0.19400323430697122,2.085491100947062,0.374755859375,fixed-e5m2,0.0733642578125,0.625244140625,0.0016642922710161656,0.012736002604166666,1,0.625244140625,2000,detail
tanh,4.319599151611328,-1.7882020473480225,-0.020509082823991776,1.8507380882898967,0.792601466178894,fixed-e5m2,0.20442708333333334,0.5083821614583334,0.0011121421121060848,,1,0.005289713541666667,2000,detail
silu,2.5084750652313232,-1.5821967124938965,-0.04559406234572331,1.2076056003570557,0.4722813268502553,fixed-e5m2,0.22932942708333334,0.5504964192708334,0.0004010929454428454,,1,0.002197265625,2000,detail
relu,1.0973533391952515,-0.7802051504453024,-0.07781789700190227,0.6903102000554403,0.4120686848958333,fixed-hybrid,0.20572916666666666,0.5879313151041666,5.391902474608893e-05,0.006754557291666667,1,0.5879313151041666,0,detail
tanh,1.1265206336975098,-0.7337618867556254,-0.009865211943785349,0.7595505515734354,0.90374622742335,fixed-hybrid,0.21390787760416666,0.5093994140625,0.00011987032727726425,,1,0.0,0,detail
silu,1.1063735485076904,-0.7519005338350931,-0.05893980401257674,0.5538042386372884,0.4666118423144023,fixed-hybrid,0.2834879557291667,0.5880126953125,3.251316835909771e-05,,1,0.0,0,detail
relu,5.550443649291992,-3.0183827877044678,-0.1778484284877777,2.001647472381592,0.3948160807291667,fixed-hybrid,0.07682291666666667,0.6051839192708334,0.000120860370467805,0.0040283203125,1,0.6051839192708334,2000,detail
tanh,3.8994345664978027,-1.4670062065124512,0.006567742054661115,1.712128480275472,0.8138723572095236,fixed-hybrid,0.1824951171875,0.5002848307291666,0.00016554982964104661,,1,0.0031331380208333335,2000,detail
silu,2.448852062225342,-1.460419734319051,-0.030910974368453026,1.150027374426524,0.4823727607727051,fixed-hybrid,0.183349609375,0.5271809895833334,6.964511824965787e-05,,1,0.0022786458333333335,2000,detail
relu,1.0928776264190674,-0.7742961247762045,-0.08008881782492001,0.6918187737464905,0.4117838541666667,calibrated,0.2080078125,0.5882161458333334,1.569472275756804e-05,0.003946940104166667,1,0.5882161458333334,0,detail
tanh,1.1015211343765259,-0.727240800857544,-0.0046553947031497955,0.7503933906555176,0.9055211742719015,calibrated,0.22159830729166666,0.5065511067708334,1.993247800176808e-05,,1,0.0,0,detail
silu,1.0666943788528442,-0.7509774764378866,-0.060509723921616874,0.5506513913472494,0.46643062432607013,calibrated,0.2805989583333333,0.589111328125,5.560249519476201e-06,,1,0.0,0,detail
relu,5.715132236480713,-3.107020616531372,-0.17867940664291382,2.041203816731771,0.3927408854166667,calibrated,0.07763671875,0.6072591145833334,3.8325685636664275e-05,0.0019938151041666665,1,0.6072591145833334,2000,detail
tanh,4.190817356109619,-1.4353346228599548,0.022468280512839556,1.7849555015563965,0.8176353573799133,calibrated,0.187255859375,0.4824625651041667,4.543895435441906e-05,,1,0.00390625,2000,detail
silu,2.436704635620117,-1.4382038513819377,-0.019539347539345425,1.1061283946037292,0.4840303758780162,calibrated,0.20463053385416666,0.5156656901041666,2.3565409719594754e-05,,1,0.0038248697916666665,2000,detail
relu,1.0928776264190674,-0.7742961247762045,-0.08008881782492001,0.6918187737464905,0.4117838541666667,adaptive,0.2080078125,0.5882161458333334,1.569472275756804e-05,0.003946940104166667,1,0.5882161458333334,0,detail
tanh,1.1015211343765259,-0.727240800857544,-0.0046553947031497955,0.7503933906555176,0.9055211742719015,adaptive,0.22159830729166666,0.5065511067708334,1.993247800176808e-05,,1,0.0,0,detail
silu,1.0666943788528442,-0.7509774764378866,-0.060509723921616874,0.5506513913472494,0.46643062432607013,adaptive,0.2805989583333333,0.589111328125,5.560249519476201e-06,,1,0.0,0,detail
relu,5.708808898925781,-3.1050106287002563,-0.17893041670322418,2.040507674217224,0.3922119140625,adaptive,0.0777587890625,0.6077880859375,3.962126508364842e-05,0.0020751953125,1,0.6077880859375,2000,detail
tanh,4.174148082733154,-1.436195393403371,0.022060767204190295,1.7810055613517761,0.8174287478129069,adaptive,0.187255859375,0.4829915364583333,3.5712124372366816e-05,,1,0.0038655598958333335,2000,detail
silu,2.404496669769287,-1.4373890956242878,-0.01953152132531007,1.1065758268038433,0.4839030106862386,adaptive,0.20487467447916666,0.5156656901041666,2.6545671062194742e-05,,1,0.00439453125,2000,detail
relu,1.0021623373031616,-0.6152026255925497,-0.08205335835615794,0.6762266953786215,0.3855794270833333,fp32,0.24918619791666666,0.6144205729166666,0.0,0.0,1,0.6144205729166666,0,bump
tanh,1.144008755683899,-0.7230579455693563,0.0029103639535605907,0.7297825217247009,0.9129447937011719,fp32,0.2622884114583333,0.493408203125,0.0,,1,0.0,0,bump
silu,1.0705678462982178,-0.753685196240743,-0.05925733782351017,0.514526387055715,0.46765775481859845,fp32,0.2994384765625,0.5924886067708334,0.0,,1,0.0,0,bump
relu,5.008155345916748,-3.080576181411743,-0.14851824442545572,1.5338024695714314,0.4086507161458333,fp32,0.10441080729166667,0.5913492838541666,0.0,0.0,1,0.5913492838541666,2000,bump
tanh,2.4820497035980225,-1.2431281208992004,0.02201626356691122,1.1286307573318481,0.8583767414093018,fp32,0.20320638020833334,0.4806315104166667,0.0,,1,0.0,2000,bump
silu,2.607215642929077,-1.8188159068425496,-0.08719225693494081,1.1407993634541829,0.4588181773821513,fp32,0.20878092447916666,0.5716552734375,0.0,,1,0.00341796875,2000,bump
relu,0.9879006743431091,-0.620731254418691,-0.08236578355232875,0.6725404461224874,0.3844807942708333,fixed-e4m3,0.2503662109375,0.6155192057291666,4.694248976496359e-05,0.008748372395833334,1,0.6155192057291666,0,bump
tanh,1.125065565109253,-0.7244826356569926,-0.005344158659378688,0.7346949179967245,0.9124013582865397,fixed-e4m3,0.2587890625,0.5023193359375,0.00014453607824786255,,1,0.0,0,bump
silu,1.0750113725662231,-0.75300532579422,-0.060411342730124794,0.5104858080546061,0.4669825832049052,fixed-e4m3,0.299072265625,0.5972086588541666,3.0908033295418136e-05,,1,0.0,0,bump
relu,5.099004745483398,-2.661873539288839,-0.144516259431839,1.3756304184595745,0.3995768229166667,fixed-e4m3,0.12227376302083333,0.6004231770833334,0.00010188387871797507,0.005818684895833333,1,0.6004231770833334,2000,bump
tanh,2.3929684162139893,-1.2265549699465434,0.013311550642053286,1.0611094037691753,0.871158500512441,fixed-e4m3,0.2384033203125,0.4833577473958333,0.00012179070957548295,,1,0.0,2000,bump
silu,2.229043483734131,-1.596132516860962,-0.07596288310984771,0.8724536101023356,0.4529069761435191,fixed-e4m3,0.22054036458333334,0.57568359375,5.487979554648822e-05,,1,0.003987630208333333,2000,bump
relu,0.9617893099784851,-0.6111854712168375,-0.07389513403177261,0.6701859434445699,0.3865559895833333,fixed-e5m2,0.2668863932291667,0.6134440104166666,0.00019165882258675992,0.023111979166666668,1,0.6134440104166666,0,bump
tanh,1.1239042282104492,-0.6988314390182495,0.0016484080503384273,0.7094320853551229,0.9162278175354004,fixed-e5m2,0.2657877604166667,0.4947102864583333,0.00046003953320905566,,1,0.0,0,bump
silu,1.0384372472763062,-0.7145510911941528,-0.05978368471066157,0.50565438469251,0.46848801771799725,fixed-e5m2,0.3035481770833333,0.6002197265625,0.00014019711185634756,,1,0.0,0,bump
relu,5.162133693695068,-3.104910651842753,-0.14145799726247787,1.5630253950754802,0.4070231119791667,fixed-e5m2,0.11446126302083333,0.5929768880208334,0.0006207186476482699,0.012491861979166666,1,0.5929768880208334,2000,bump
tanh,2.2486956119537354,-1.2300824324289958,0.017664340557530522,1.0696135361989338,0.8671123584111532,fixed-e5m2,0.2257080078125,0.4877522786458333,0.0006027118652127683,,1,0.0,2000,bump
silu,2.802069664001465,-1.9186505873998005,-0.07026263574759166,1.2034690181414287,0.4595443705717723,fixed-e5m2,0.2159423828125,0.5683186848958334,0.0002127022307831794,,1,0.0032552083333333335,2000,bump
relu,0.9879006743431091,-0.620731254418691,-0.08236578355232875,0.6725404461224874,0.3844807942708333,fixed-hybrid,0.2503662109375,0.6155192057291666,4.694248976496359e-05,0.008748372395833334,1,0.6155192057291666,0,bump
tanh,1.125065565109253,-0.7244826356569926,-0.005344158659378688,0.7346949179967245,0.9124013582865397,fixed-hybrid,0.2587890625,0.5023193359375,0.00014453607824786255,,1,0.0,0,bump
silu,1.0750113725662231,-0.75300532579422,-0.060411342730124794,0.5104858080546061,0.4669825832049052,fixed-hybrid,0.299072265625,0.5972086588541666,3.0908033295418136e-05,,1,0.0,0,bump
relu,4.859413146972656,-2.5597333510716758,-0.1432489405075709,1.3624887069066365,0.4012044270833333,fixed-hybrid,0.1156005859375,0.5987955729166666,0.00015116800932446495,0.006591796875,1,0.5987955729166666,2000,bump
tanh,2.3154499530792236,-1.1967118382453918,0.02349492410818736,1.0200372735659282,0.8757155537605286,fixed-hybrid,0.2242431640625,0.4769287109375,0.0001657106816613426,,1,0.0,2000,bump
silu,2.2901456356048584,-1.5912245909372966,-0.0657931378421684,0.8433365027109782,0.4576295812924703,fixed-hybrid,0.2275390625,0.5728352864583334,6.339797861680078e-05,,1,0.0028889973958333335,2000,bump
relu,1.008096694946289,-0.6170700192451477,-0.08204121390978496,0.677386999130249,0.3860677083333333,calibrated,0.24755859375,0.6139322916666666,1.394532409904059e-05,0.006510416666666667,1,0.6139322916666666,0,bump
tanh,1.1488102674484253,-0.7232985893885294,0.00281317625194788,0.7249906261761984,0.9129652976989746,calibrated,0.2626953125,0.4922688802083333,3.177823843240427e-05,,1,0.0,0,bump
silu,1.0769833326339722,-0.7579572002092997,-0.05871644119421641,0.519464353720347,0.46782414118448895,calibrated,0.2996826171875,0.5906575520833334,7.815338752455622e-06,,1,0.0,0,bump
relu,5.096158504486084,-2.741578737894694,-0.1292364845673243,1.453124721844991,0.4087727864583333,calibrated,0.12032063802083333,0.5912272135416666,2.847908308467595e-05,0.003173828125,1,0.5912272135416666,2000,bump
tanh,2.602551221847534,-1.2727584441502888,0.011533179009954134,1.0985464255015056,0.8676172693570455,calibrated,0.22733561197916666,0.4867350260416667,3.673074024845846e-05,,1,0.0,2000,bump
silu,2.430448532104492,-1.6541259288787842,-0.06344997137784958,0.9821025331815084,0.4601599673430125,calibrated,0.21903483072916666,0.5587565104166666,1.4583088159270119e-05,,1,0.004842122395833333,2000,bump
relu,1.008096694946289,-0.6170700192451477,-0.08204121390978496,0.677386999130249,0.3860677083333333,adaptive,0.24755859375,0.6139322916666666,1.394532409904059e-05,0.006510416666666667,1,0.6139322916666666,0,bump
tanh,1.1488102674484253,-0.7232985893885294,0.00281317625194788,0.7249906261761984,0.9129652976989746,adaptive,0.2626953125,0.4922688802083333,3.177823843240427e-05,,1,0.0,0,bump
silu,1.0769833326339722,-0.7579572002092997,-0.05871644119421641,0.519464353720347,0.46782414118448895,adaptive,0.2996826171875,0.5906575520833334,7.815338752455622e-06,,1,0.0,0,bump
relu,4.994630336761475,-2.715494076410929,-0.13225154081980386,1.4408404032389324,0.4069010416666667,adaptive,0.12211100260416667,0.5930989583333334,2.1310106300613068e-05,0.003662109375,1,0.5930989583333334,2000,bump
tanh,2.577590227127075,-1.2616098920504253,0.013533824433883032,1.0905851523081462,0.868217408657074,adaptive,0.22835286458333334,0.4856363932291667,3.551591180439573e-05,,1,0.0,2000,bump
silu,2.4404101371765137,-1.6663216352462769,-0.060553706561525665,0.979379673798879,0.46069252490997314,adaptive,0.22102864583333334,0.5567626953125,1.4641925796847014e-05,,1,0.0048828125,2000,bump
relu,1.7310190200805664,-1.045439879099528,0.004473163125415643,0.9522599577903748,0.498779296875,fp32,0.1663818359375,0.501220703125,0.0,0.0,1,0.501220703125,0,composition
tanh,1.628156065940857,-0.9404527346293131,0.023437879358728726,0.9423344930013021,0.8779570261637369,fp32,0.23636881510416666,0.4691569010416667,0.0,,1,0.0,0,composition
silu,1.2742496728897095,-0.9408713579177856,-0.07557573728263378,0.6368117729822794,0.4626274307568868,fp32,0.24393717447916666,0.597412109375,0.0,,1,0.000244140625,0,composition
relu,5.061135292053223,-3.035297950108846,-0.2271966909368833,2.5760558446248374,0.44775390625,fp32,0.0562744140625,0.55224609375,0.0,0.0,1,0.55224609375,2000,composition
tanh,8.87702751159668,-3.4568009773890176,0.050399678448836006,3.364892601966858,0.6925588647524515,fp32,0.1251220703125,0.4792887369791667,0.0,,1,0.029093424479166668,2000,composition
silu,4.068068981170654,-2.169116417566935,-0.08601108690102895,1.1923797130584717,0.45855175455411273,fp32,0.12418619791666667,0.5535481770833334,0.0,,1,0.009480794270833334,2000,composition
relu,1.748926043510437,-1.0322022239367168,0.005263116521139939,0.9497095346450806,0.4994303385416667,fixed-e4m3,0.1671142578125,0.5005696614583334,6.899786118689614e-05,0.00634765625,1,0.5005696614583334,0,composition
tanh,1.6020346879959106,-0.935004452864329,0.021985841915011406,0.9294971028963724,0.8809018532435099,fixed-e4m3,0.240478515625,0.4705403645833333,0.00012242501058305302,,1,0.0,0,composition
silu,1.259031891822815,-0.9351679682731628,-0.07695719723900159,0.6319749553998312,0.4622033437093099,fixed-e4m3,0.240966796875,0.6011149088541666,3.221768141277911e-05,,1,0.000244140625,0,composition
relu,4.888863563537598,-3.0343910853068032,-0.27133818839987117,2.549431641896566,0.4499918619791667,fixed-e4m3,0.053914388020833336,0.5500081380208334,0.00015314060146920383,0.0034993489583333335,1,0.5500081380208334,2000,composition
tanh,9.305947303771973,-3.636211117108663,0.005639344143370788,3.294920007387797,0.7425530354181925,fixed-e4m3,0.13956705729166666,0.4967447916666667,0.0002480826515238732,,1,0.0299072265625,2000,composition
silu,3.633924961090088,-1.990521788597107,-0.0861519764487942,1.1327906847000122,0.44686583677927655,fixed-e4m3,0.13362630208333334,0.563720703125,8.376230956249249e-05,,1,0.013346354166666666,2000,composition
relu,1.7408231496810913,-1.0534200072288513,-0.00024939739766220254,0.9389474789301554,0.4951578776041667,fixed-e5m2,0.17720540364583334,0.5048421223958334,0.0002922399532205115,0.014607747395833334,1,0.5048421223958334,0,composition
tanh,1.5960253477096558,-0.9340591033299764,0.02891891139249007,0.927758534749349,0.8795840740203857,fixed-e5m2,0.24080403645833334,0.4630533854166667,0.0004243451985530555,,1,0.0,0,composition
