arrays_that_changed,clipped_count,e3m4_element_fraction,e3m4_final_arrays,e3m4_initial_arrays,e4m3_element_fraction,e4m3_final_arrays,e4m3_initial_arrays,e5m2_element_fraction,e5m2_final_arrays,e5m2_initial_arrays,format_switches,kind,mean_squared_rounding_error,mode,quantized_elements,reselection_opportunities,scale_max,scale_min,seed,target,zeroed_fraction
1,0,0.9999374021909233,16,16,6.259780907668232e-05,0,0,0.0,0,0,8,gradient,1.4740434814161485e-11,adaptive,19170000,304,0.015625,3.725290298461914e-09,2,kink,0.015483307250912884
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,8.08181387024731e-06,fixed-e4m3,19170000,0,0.001953125,0.0001220703125,2,plateau,5.007824726134585e-06
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,gradient,1.4478843914006497e-09,fixed-e4m3,19170000,0,0.0009765625,4.656612873077393e-10,2,plateau,0.00044439227960354723
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,weight,3.220842618322004e-05,fixed-e5m2,19170000,0,1.52587890625e-05,9.5367431640625e-07,2,plateau,0.0
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,7.543606306945665e-09,fixed-e5m2,19170000,0,7.62939453125e-06,2.9103830456733704e-11,2,plateau,1.0432968179447053e-07
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,8.117192786100955e-06,fixed-hybrid,19170000,0,0.001953125,0.0001220703125,2,plateau,3.6515388628064684e-06
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,5.131791635236399e-09,fixed-hybrid,19170000,0,7.62939453125e-06,1.4551915228366852e-11,2,plateau,1.6692749087115285e-06
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,weight,2.0755853873077814e-06,calibrated,19170000,0,0.0625,0.0001220703125,2,plateau,0.0013065206051121544
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,gradient,3.6876206345874324e-10,calibrated,19170000,0,0.015625,1.862645149230957e-09,2,plateau,0.016157798643714135
1,0,0.9999843505477308,15,15,1.564945226917058e-05,1,1,0.0,0,0,2,weight,2.077826524242896e-06,adaptive,19170000,304,0.0625,0.0001220703125,2,plateau,0.0013132498695878978
1,0,0.9999478351591028,15,15,5.2164840897235264e-05,1,1,0.0,0,0,8,gradient,3.519389483835976e-10,adaptive,19170000,304,0.015625,1.4901161193847656e-08,2,plateau,0.017406520605112153
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,9.712809251375099e-06,fixed-e4m3,19170000,0,0.001953125,0.0001220703125,2,detail,7.303077725612937e-06
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,gradient,3.7115342015462476e-08,fixed-e4m3,19170000,0,0.001953125,2.9802322387695312e-08,2,detail,0.00013500260824204487
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,weight,3.7510854959557176e-05,fixed-e5m2,19170000,0,1.52587890625e-05,9.5367431640625e-07,2,detail,0.0
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,1.6064430513398276e-07,fixed-e5m2,19170000,0,1.52587890625e-05,1.4551915228366852e-11,2,detail,0.0
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,9.666599189907615e-06,fixed-hybrid,19170000,0,0.001953125,0.0001220703125,2,detail,5.84246218049035e-06
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,1.3915330663135438e-07,fixed-hybrid,19170000,0,1.52587890625e-05,2.3283064365386963e-10,2,detail,5.2164840897235266e-08
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,weight,2.408892604796424e-06,calibrated,19170000,0,0.0625,0.0001220703125,2,detail,0.0012224830464267083
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,gradient,7.895518354542151e-09,calibrated,19170000,0,0.0625,2.9802322387695312e-08,2,detail,0.025465571205007826
1,0,0.9999165362545644,15,15,8.346374543557642e-05,1,1,0.0,0,0,6,weight,2.4012876280827892e-06,adaptive,19170000,304,0.0625,0.0001220703125,2,detail,0.0012287949921752739
1,0,0.9999478351591028,15,15,5.2164840897235264e-05,1,1,0.0,0,0,10,gradient,7.746741915396012e-09,adaptive,19170000,304,0.0625,5.960464477539063e-08,2,detail,0.023365206051121544
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,8.580491295567794e-06,fixed-e4m3,19170000,0,0.001953125,0.0001220703125,2,bump,7.876890975482524e-06
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,gradient,6.674468024370674e-10,fixed-e4m3,19170000,0,0.00048828125,3.725290298461914e-09,2,bump,0.00026322378716744915
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,weight,3.454187475169847e-05,fixed-e5m2,19170000,0,1.52587890625e-05,9.5367431640625e-07,2,bump,0.0
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,3.774935240900873e-09,fixed-e5m2,19170000,0,7.62939453125e-06,1.8189894035458565e-12,2,bump,3.96452790818988e-06
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,8.448411180100501e-06,fixed-hybrid,19170000,0,0.001953125,0.0001220703125,2,bump,5.3729786124152325e-06
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,3.115896245033483e-09,fixed-hybrid,19170000,0,7.62939453125e-06,1.1641532182693481e-10,2,bump,2.8169014084507042e-06
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,weight,2.1730826697613654e-06,calibrated,19170000,0,0.0625,0.0001220703125,2,bump,0.0015125717266562338
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,gradient,1.9318783593902784e-10,calibrated,19170000,0,0.015625,3.725290298461914e-09,2,bump,0.024147052686489305
1,0,0.999942618675013,15,15,5.738132498695879e-05,1,1,0.0,0,0,2,weight,2.1556074413458054e-06,adaptive,19170000,304,0.0625,0.0001220703125,2,bump,0.0017105372978612416
1,0,0.999942618675013,16,15,5.738132498695879e-05,0,1,0.0,0,0,9,gradient,1.5742325657062822e-10,adaptive,19170000,304,0.015625,1.4901161193847656e-08,2,bump,0.02378732394366197
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,9.538401956599255e-06,fixed-e4m3,19170000,0,0.001953125,0.0001220703125,2,composition,6.729264475743349e-06
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,gradient,4.132902425738143e-08,fixed-e4m3,19170000,0,0.001953125,1.4901161193847656e-08,2,composition,0.0001633281168492436
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,weight,3.716297624133059e-05,fixed-e5m2,19170000,0,3.0517578125e-05,9.5367431640625e-07,2,composition,0.0
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,3.1265079138934155e-07,fixed-e5m2,19170000,0,1.52587890625e-05,5.820766091346741e-11,2,composition,8.346374543557643e-07
0,0,0.0,0,0,1.0,16,16,0.0,0,0,0,weight,9.610361943506587e-06,fixed-hybrid,19170000,0,0.001953125,0.0001220703125,2,composition,6.416275430359937e-06
0,0,0.0,0,0,0.0,0,0,1.0,16,16,0,gradient,1.7180389936860708e-07,fixed-hybrid,19170000,0,1.52587890625e-05,1.1641532182693481e-10,2,composition,1.7214397496087637e-06
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,weight,2.3913417318950213e-06,calibrated,19170000,0,0.0625,0.0001220703125,2,composition,0.0019499739175795514
0,0,0.9998956703182055,15,15,0.00010432968179447053,1,1,0.0,0,0,0,gradient,1.3646448276149365e-08,calibrated,19170000,0,0.0625,2.384185791015625e-07,2,composition,0.027984089723526343
1,0,0.999942618675013,16,15,5.738132498695879e-05,0,1,0.0,0,0,5,weight,2.389060650323782e-06,adaptive,19170000,304,0.0625,0.0001220703125,2,composition,0.0018767866458007302
1,0,0.9999478351591028,16,15,5.2164840897235264e-05,0,1,0.0,0,0,9,gradient,1.3798704734435776e-08,adaptive,19170000,304,0.0625,5.960464477539063e-08,2,composition,0.025092123109024516
