activation,family,gain,input_abs_max,input_p01,input_p50,input_p99,mean_abs_slope,mode,near_zero_fraction,negative_fraction,nonlinear_output_mse,relu_gate_flip_fraction,seed,small_slope_fraction,step
2.relu,relu,1.0,0.7726485133171082,-0.5214573740959167,-0.05403752624988556,0.5578725337982178,0.4053955078125,fixed-e4m3,0.3170166015625,0.5946044921875,2.1971925889374688e-05,0.009033203125,11,0.5946044921875,11000
2.tanh,tanh,1.0,0.7395840883255005,-0.5392531752586365,-0.03503681346774101,0.45716169476509094,0.9597795009613037,fixed-e4m3,0.404296875,0.573486328125,5.296524250297807e-05,,11,0.0,11000
2.silu,silu,1.0,0.8909271955490112,-0.4947851002216339,0.008221619762480259,0.522748589515686,0.5073494911193848,fixed-e4m3,0.3548583984375,0.484375,2.5511682906653732e-05,,11,0.0,11000
3.relu,relu,1.0,0.7379182577133179,-0.5444998145103455,-0.09893784672021866,0.3338817358016968,0.3074951171875,fixed-e4m3,0.3519287109375,0.6925048828125,2.1123494661878794e-05,0.0133056640625,11,0.6925048828125,11000
3.tanh,tanh,1.0,0.6942409873008728,-0.5304199457168579,-0.013556440360844135,0.4844842851161957,0.9583403468132019,fixed-e4m3,0.3731689453125,0.5284423828125,7.7747245086357e-05,,11,0.0,11000
3.silu,silu,1.0,0.7102445363998413,-0.5222629904747009,0.019067397341132164,0.4790397584438324,0.5055603981018066,fixed-e4m3,0.3687744140625,0.462646484375,1.8417707906337455e-05,,11,0.0,11000
4.relu,relu,1.0,0.6279083490371704,-0.4776817262172699,-0.07033159583806992,0.45478829741477966,0.345703125,fixed-e4m3,0.375732421875,0.654296875,2.0427552954060957e-05,0.01416015625,11,0.654296875,11000
4.tanh,tanh,1.0,0.6241399645805359,-0.40502259135246277,-0.009292403236031532,0.44802725315093994,0.9715080261230469,fixed-e4m3,0.470458984375,0.5211181640625,9.263259562430903e-05,,11,0.0,11000
4.silu,silu,1.0,0.7225468158721924,-0.49482297897338867,-0.050651200115680695,0.45746225118637085,0.4798671007156372,fixed-e4m3,0.3399658203125,0.5869140625,1.6735910321585834e-05,,11,0.0,11000
2.relu,relu,1.0,0.7585272789001465,-0.5155173540115356,-0.05274122208356857,0.5490909218788147,0.4097900390625,fixed-e4m3,0.3179931640625,0.5902099609375,2.2295436792774126e-05,0.0089111328125,11,0.5902099609375,11500
2.tanh,tanh,1.0,0.7366648316383362,-0.5345985293388367,-0.03364216536283493,0.4700264036655426,0.95951247215271,fixed-e4m3,0.4024658203125,0.5750732421875,5.443325426313095e-05,,11,0.0,11500
2.silu,silu,1.0,0.8938182592391968,-0.4947062134742737,0.010789021849632263,0.5223592519760132,0.5082314014434814,fixed-e4m3,0.3536376953125,0.4776611328125,2.3606393369846046e-05,,11,0.0,11500
3.relu,relu,1.0,0.7476053833961487,-0.5440101027488708,-0.10131936520338058,0.34323468804359436,0.30419921875,fixed-e4m3,0.3486328125,0.69580078125,2.398535616521258e-05,0.0113525390625,11,0.69580078125,11500
3.tanh,tanh,1.0,0.6936995983123779,-0.5223290920257568,-0.013915341347455978,0.49061715602874756,0.9585601091384888,fixed-e4m3,0.3709716796875,0.5306396484375,7.254458614625037e-05,,11,0.0,11500
3.silu,silu,1.0,0.6996190547943115,-0.5311490297317505,0.017375793308019638,0.5029654502868652,0.5056512355804443,fixed-e4m3,0.36328125,0.468017578125,2.173999382648617e-05,,11,0.0,11500
4.relu,relu,1.0,0.6550267934799194,-0.4828890860080719,-0.06899373233318329,0.4454987645149231,0.345947265625,fixed-e4m3,0.380615234375,0.654052734375,2.494881846359931e-05,0.013671875,11,0.654052734375,11500
4.tanh,tanh,1.0,0.6201637387275696,-0.43372830748558044,-0.00853714905679226,0.4587799906730652,0.9681971669197083,fixed-e4m3,0.4456787109375,0.522705078125,9.61379410000518e-05,,11,0.0,11500
4.silu,silu,1.0,0.8304325938224792,-0.5178592205047607,-0.04710815101861954,0.5337042212486267,0.4817599058151245,fixed-e4m3,0.335205078125,0.5826416015625,1.7961843695957214e-05,,11,0.0,11500
2.relu,relu,1.0,0.7912665605545044,-0.5171954035758972,-0.05089530348777771,0.5692899823188782,0.4140625,fixed-e4m3,0.314453125,0.5859375,2.3781871277606115e-05,0.0096435546875,11,0.5859375,12000
2.tanh,tanh,1.0,0.7418586611747742,-0.5420270562171936,-0.031186681240797043,0.4605914056301117,0.9598318338394165,fixed-e4m3,0.4052734375,0.572021484375,4.868957694270648e-05,,11,0.0,12000
2.silu,silu,1.0,0.8963158130645752,-0.49795734882354736,0.014365702867507935,0.5194826722145081,0.5095257759094238,fixed-e4m3,0.35107421875,0.4677734375,2.3965962100191973e-05,,11,0.0,12000
3.relu,relu,1.0,0.751091480255127,-0.5384316444396973,-0.10485245287418365,0.3451676666736603,0.2921142578125,fixed-e4m3,0.34912109375,0.7078857421875,2.3463826437364332e-05,0.0106201171875,11,0.7078857421875,12000
3.tanh,tanh,1.0,0.6867690086364746,-0.5227015614509583,-0.017862502485513687,0.4876013696193695,0.9584425687789917,fixed-e4m3,0.3717041015625,0.5384521484375,7.367342186626047e-05,,11,0.0,12000
3.silu,silu,1.0,0.7023647427558899,-0.5274285674095154,0.014814315363764763,0.5065853595733643,0.5044044852256775,fixed-e4m3,0.372314453125,0.4715576171875,2.080093872791622e-05,,11,0.0,12000
4.relu,relu,1.0,0.6404858827590942,-0.4783687889575958,-0.06949660927057266,0.43512678146362305,0.3419189453125,fixed-e4m3,0.3853759765625,0.6580810546875,2.20647834794363e-05,0.0142822265625,11,0.6580810546875,12000
4.tanh,tanh,1.0,0.671635627746582,-0.39193329215049744,-0.012596379965543747,0.4476066529750824,0.970666766166687,fixed-e4m3,0.457275390625,0.531982421875,9.275135380448774e-05,,11,0.0,12000
4.silu,silu,1.0,0.8444821238517761,-0.5193884968757629,-0.04573465883731842,0.5338348746299744,0.48182037472724915,fixed-e4m3,0.342041015625,0.5814208984375,1.9686989617184736e-05,,11,0.0,12000
2.relu,relu,1.0,0.7710289359092712,-0.5145461559295654,-0.0545072928071022,0.5564112663269043,0.406982421875,fixed-e4m3,0.317626953125,0.593017578125,2.7080812287749723e-05,0.01025390625,11,0.593017578125,12500
2.tanh,tanh,1.0,0.7394472360610962,-0.541060209274292,-0.029471630230545998,0.4587861895561218,0.9597229361534119,fixed-e4m3,0.4066162109375,0.568603515625,4.987059946870431e-05,,11,0.0,12500
2.silu,silu,1.0,0.8863522410392761,-0.5010480880737305,0.01606731116771698,0.5157456398010254,0.5094796419143677,fixed-e4m3,0.35595703125,0.4683837890625,2.1183446733630262e-05,,11,0.0,12500
3.relu,relu,1.0,0.7444460988044739,-0.5526518225669861,-0.10698282718658447,0.3517618179321289,0.2860107421875,fixed-e4m3,0.349365234375,0.7139892578125,2.6844900276046246e-05,0.012939453125,11,0.7139892578125,12500
3.tanh,tanh,1.0,0.6881228685379028,-0.5226325988769531,-0.017750559374690056,0.48459991812705994,0.9587748646736145,fixed-e4m3,0.376708984375,0.5362548828125,7.414029096253216e-05,,11,0.0,12500
3.silu,silu,1.0,0.7045269012451172,-0.5226691365242004,0.013457361608743668,0.5087714195251465,0.5044173002243042,fixed-e4m3,0.373779296875,0.473876953125,1.8360151443630457e-05,,11,0.0,12500
4.relu,relu,1.0,0.6750686168670654,-0.4849623739719391,-0.07122762501239777,0.43944066762924194,0.33447265625,fixed-e4m3,0.3846435546875,0.66552734375,1.8577131413621828e-05,0.0128173828125,11,0.66552734375,12500
4.tanh,tanh,1.0,0.6652424335479736,-0.3924723267555237,-0.010652639903128147,0.4438292980194092,0.9712250232696533,fixed-e4m3,0.46630859375,0.528564453125,7.764527981635183e-05,,11,0.0,12500
4.silu,silu,1.0,0.8452216386795044,-0.5207719802856445,-0.045873336493968964,0.5291423797607422,0.48141011595726013,fixed-e4m3,0.345703125,0.5859375,1.918387170007918e-05,,11,0.0,12500
2.relu,relu,1.0,0.76565021276474,-0.5162410140037537,-0.057545751333236694,0.5507856011390686,0.39990234375,fixed-e4m3,0.319091796875,0.60009765625,2.4146962459781207e-05,0.009033203125,11,0.60009765625,13000
2.tanh,tanh,1.0,0.7360820770263672,-0.5414688587188721,-0.030277248471975327,0.4591645896434784,0.9597733616828918,fixed-e4m3,0.40771484375,0.5689697265625,4.876420280197635e-05,,11,0.0,13000
2.silu,silu,1.0,0.8747953772544861,-0.5043734908103943,0.015059979632496834,0.5138920545578003,0.5089854001998901,fixed-e4m3,0.3582763671875,0.46875,2.4774208213784732e-05,,11,0.0,13000
3.relu,relu,1.0,0.7416228652000427,-0.5465688705444336,-0.10630185902118683,0.3501821756362915,0.284423828125,fixed-e4m3,0.349853515625,0.715576171875,2.5378281861776486e-05,0.0137939453125,11,0.715576171875,13000
3.tanh,tanh,1.0,0.6957036852836609,-0.524168848991394,-0.015677548944950104,0.48437952995300293,0.9590908288955688,fixed-e4m3,0.3765869140625,0.534912109375,7.530987204518169e-05,,11,0.0,13000
3.silu,silu,1.0,0.6880353093147278,-0.5214932560920715,0.015095515176653862,0.5069156885147095,0.5045366883277893,fixed-e4m3,0.3763427734375,0.4716796875,1.9254945073043928e-05,,11,0.0,13000
4.relu,relu,1.0,0.6627192497253418,-0.4781874120235443,-0.07289239764213562,0.43993502855300903,0.3291015625,fixed-e4m3,0.385498046875,0.6708984375,1.766919558576774e-05,0.0123291015625,11,0.6708984375,13000
4.tanh,tanh,1.0,0.6649389266967773,-0.38870692253112793,-0.009846687316894531,0.4467364251613617,0.9721735119819641,fixed-e4m3,0.475830078125,0.526123046875,7.372552499873564e-05,,11,0.0,13000
4.silu,silu,1.0,0.8333590626716614,-0.5232635140419006,-0.046208783984184265,0.5183374285697937,0.4811909794807434,fixed-e4m3,0.3548583984375,0.586669921875,1.50349715113407e-05,,11,0.0,13000
2.relu,relu,1.0,0.7622427940368652,-0.515466034412384,-0.05824410170316696,0.5469084978103638,0.398193359375,fixed-e4m3,0.322021484375,0.601806640625,2.107488217006903e-05,0.010986328125,11,0.601806640625,13500
2.tanh,tanh,1.0,0.7346137762069702,-0.543586790561676,-0.02983786351978779,0.4566311836242676,0.9602704048156738,fixed-e4m3,0.4088134765625,0.568115234375,4.923997039441019e-05,,11,0.0,13500
2.silu,silu,1.0,0.8890087008476257,-0.5060595273971558,0.013418285176157951,0.511894941329956,0.5084204077720642,fixed-e4m3,0.35888671875,0.474365234375,2.427687286399305e-05,,11,0.0,13500
3.relu,relu,1.0,0.7519609332084656,-0.5406225323677063,-0.1061306968331337,0.3567230701446533,0.28369140625,fixed-e4m3,0.3514404296875,0.71630859375,2.358130041102413e-05,0.012939453125,11,0.71630859375,13500
3.tanh,tanh,1.0,0.7012321352958679,-0.5245105028152466,-0.015160733833909035,0.4837271273136139,0.959277868270874,fixed-e4m3,0.380615234375,0.5333251953125,7.799189916113392e-05,,11,0.0,13500
3.silu,silu,1.0,0.6908663511276245,-0.5153002738952637,0.013251900672912598,0.5070450901985168,0.5043373107910156,fixed-e4m3,0.376953125,0.4736328125,2.0049579688929953e-05,,11,0.0,13500
4.relu,relu,1.0,0.6667154431343079,-0.4873318374156952,-0.07825082540512085,0.444248765707016,0.319580078125,fixed-e4m3,0.3824462890625,0.680419921875,2.1459549316205084e-05,0.01171875,11,0.680419921875,13500
4.tanh,tanh,1.0,0.6224140524864197,-0.3790908753871918,-0.011226464062929153,0.4444182515144348,0.9729945659637451,fixed-e4m3,0.476806640625,0.5284423828125,7.364565681200475e-05,,11,0.0,13500
4.silu,silu,1.0,0.8139505982398987,-0.5253894329071045,-0.045209117233753204,0.506560206413269,0.4804125428199768,fixed-e4m3,0.3565673828125,0.5892333984375,1.5368616004707292e-05,,11,0.0,13500
2.relu,relu,1.0,0.7723941206932068,-0.5186690092086792,-0.060896292328834534,0.5482438206672668,0.3912353515625,fixed-e4m3,0.3199462890625,0.6087646484375,2.7218993636779487e-05,0.01171875,11,0.6087646484375,14000
2.tanh,tanh,1.0,0.7327694296836853,-0.5410127639770508,-0.029667656868696213,0.4578218162059784,0.9600862264633179,fixed-e4m3,0.412109375,0.5660400390625,5.105214586365037e-05,,11,0.0,14000
2.silu,silu,1.0,0.9043228030204773,-0.5044387578964233,0.00933719053864479,0.5178564190864563,0.5073046684265137,fixed-e4m3,0.3599853515625,0.478515625,2.1918167476542294e-05,,11,0.0,14000
3.relu,relu,1.0,0.7319226861000061,-0.5389003753662109,-0.10567991435527802,0.35344773530960083,0.2811279296875,fixed-e4m3,0.3555908203125,0.7188720703125,3.106881194980815e-05,0.0147705078125,11,0.7188720703125,14000
3.tanh,tanh,1.0,0.7073836922645569,-0.5289629101753235,-0.01569507084786892,0.48205065727233887,0.9593850374221802,fixed-e4m3,0.380859375,0.5341796875,7.912842556834221e-05,,11,0.0,14000
3.silu,silu,1.0,0.7051512002944946,-0.5141854286193848,0.012553121894598007,0.5054693818092346,0.5042309165000916,fixed-e4m3,0.3768310546875,0.4747314453125,2.0597532056854106e-05,,11,0.0,14000
4.relu,relu,1.0,0.6934148073196411,-0.4921379089355469,-0.08141664415597916,0.44961056113243103,0.30712890625,fixed-e4m3,0.3853759765625,0.69287109375,2.0811761714867316e-05,0.0140380859375,11,0.69287109375,14000
4.tanh,tanh,1.0,0.6108699440956116,-0.3715616762638092,-0.01018875278532505,0.4403934180736542,0.9740885496139526,fixed-e4m3,0.488525390625,0.5264892578125,6.78047290421091e-05,,11,0.0,14000
4.silu,silu,1.0,0.7661115527153015,-0.5154822468757629,-0.044596169143915176,0.47787174582481384,0.4805505573749542,fixed-e4m3,0.3729248046875,0.5892333984375,1.523084665677743e-05,,11,0.0,14000
2.relu,relu,1.0,0.7530352473258972,-0.5221666097640991,-0.0612691193819046,0.547659695148468,0.3897705078125,fixed-e4m3,0.32080078125,0.6102294921875,2.7686948669725098e-05,0.0108642578125,11,0.6102294921875,14500
2.tanh,tanh,1.0,0.7615923881530762,-0.5467306971549988,-0.02929600328207016,0.45374929904937744,0.9598360061645508,fixed-e4m3,0.4105224609375,0.566162109375,5.485292786033824e-05,,11,0.0,14500
2.silu,silu,1.0,0.8877377510070801,-0.5056055784225464,0.009488838724792004,0.5151035785675049,0.5071616768836975,fixed-e4m3,0.3602294921875,0.4815673828125,2.1478233975358307e-05,,11,0.0,14500
3.relu,relu,1.0,0.7494818568229675,-0.5382404327392578,-0.1089378371834755,0.3445071578025818,0.275634765625,fixed-e4m3,0.3525390625,0.724365234375,2.9062288376735523e-05,0.01513671875,11,0.724365234375,14500
3.tanh,tanh,1.0,0.7147929668426514,-0.5355746746063232,-0.015361359342932701,0.48547104001045227,0.9591571688652039,fixed-e4m3,0.37939453125,0.5341796875,7.586479478050023e-05,,11,0.0,14500
3.silu,silu,1.0,0.7055820822715759,-0.5172690153121948,0.013131238520145416,0.5073275566101074,0.5045698285102844,fixed-e4m3,0.3819580078125,0.472412109375,1.7386673789587803e-05,,11,0.0,14500
4.relu,relu,1.0,0.6993767619132996,-0.49518200755119324,-0.08194561302661896,0.44631803035736084,0.3060302734375,fixed-e4m3,0.3836669921875,0.6939697265625,2.5674871722003445e-05,0.0142822265625,11,0.6939697265625,14500
4.tanh,tanh,1.0,0.6078513860702515,-0.36889544129371643,-0.00981295295059681,0.4329848289489746,0.9746211171150208,fixed-e4m3,0.4888916015625,0.526123046875,6.923508772160858e-05,,11,0.0,14500
4.silu,silu,1.0,0.7684310674667358,-0.5171468257904053,-0.04602796211838722,0.4711424708366394,0.4802383780479431,fixed-e4m3,0.374755859375,0.5904541015625,1.7378548363922164e-05,,11,0.0,14500
2.relu,relu,1.0,0.753038763999939,-0.5171099901199341,-0.06285056471824646,0.5453726053237915,0.384765625,fixed-e4m3,0.320556640625,0.615234375,2.8463477065088227e-05,0.010009765625,11,0.615234375,15000
2.tanh,tanh,1.0,0.7600358724594116,-0.5497827529907227,-0.02827262692153454,0.45464831590652466,0.9597809314727783,fixed-e4m3,0.4090576171875,0.5640869140625,5.660237366100773e-05,,11,0.0,15000
2.silu,silu,1.0,0.9031708836555481,-0.5076180696487427,0.00806095078587532,0.5200494527816772,0.5070701837539673,fixed-e4m3,0.3603515625,0.4814453125,2.105063686030917e-05,,11,0.0,15000
3.relu,relu,1.0,0.7374330163002014,-0.5323313474655151,-0.10714956372976303,0.33895158767700195,0.2801513671875,fixed-e4m3,0.3538818359375,0.7198486328125,2.45189785346156e-05,0.01611328125,11,0.7198486328125,15000
3.tanh,tanh,1.0,0.7216012477874756,-0.5360337495803833,-0.015207946300506592,0.48569026589393616,0.9587541818618774,fixed-e4m3,0.3782958984375,0.5335693359375,8.228037768276408e-05,,11,0.0,15000
3.silu,silu,1.0,0.7040049433708191,-0.5185521841049194,0.012700358405709267,0.5067570209503174,0.5041822195053101,fixed-e4m3,0.3848876953125,0.4747314453125,1.941558912221808e-05,,11,0.0,15000
4.relu,relu,1.0,0.7012482285499573,-0.4973974823951721,-0.08429675549268723,0.44059890508651733,0.30029296875,fixed-e4m3,0.3875732421875,0.69970703125,1.9862591216224246e-05,0.0137939453125,11,0.69970703125,15000
4.tanh,tanh,1.0,0.6052206754684448,-0.3670276701450348,-0.010545367375016212,0.42749443650245667,0.9750220775604248,fixed-e4m3,0.49462890625,0.527099609375,7.268042827490717e-05,,11,0.0,15000
4.silu,silu,1.0,0.7686903476715088,-0.5159220695495605,-0.04411563277244568,0.4617931544780731,0.4803944230079651,fixed-e4m3,0.385009765625,0.58984375,1.4601805560232606e-05,,11,0.0,15000
2.relu,relu,1.0,0.7577391862869263,-0.517273485660553,-0.06265826523303986,0.5458447933197021,0.3865966796875,fixed-e4m3,0.3218994140625,0.6134033203125,2.8082828066544607e-05,0.011962890625,11,0.6134033203125,15500
2.tanh,tanh,1.0,0.7459132075309753,-0.5473619699478149,-0.028324700891971588,0.45593780279159546,0.960139274597168,fixed-e4m3,0.4107666015625,0.5626220703125,5.4089487093733624e-05,,11,0.0,15500
2.silu,silu,1.0,0.8868870139122009,-0.5079108476638794,0.008425445295870304,0.5170233845710754,0.5070241093635559,fixed-e4m3,0.3599853515625,0.481689453125,2.140770448022522e-05,,11,0.0,15500
3.relu,relu,1.0,0.7379448413848877,-0.5328063368797302,-0.10729868710041046,0.34296727180480957,0.2764892578125,fixed-e4m3,0.354736328125,0.7235107421875,2.8925491278641857e-05,0.0145263671875,11,0.7235107421875,15500
3.tanh,tanh,1.0,0.723023533821106,-0.5356218218803406,-0.01592016965150833,0.4917867183685303,0.9586735963821411,fixed-e4m3,0.3798828125,0.5360107421875,7.34533678041771e-05,,11,0.0,15500
3.silu,silu,1.0,0.7077898383140564,-0.5169333815574646,0.011488690041005611,0.5050313472747803,0.5041364431381226,fixed-e4m3,0.3834228515625,0.474609375,2.0327554011601023e-05,,11,0.0,15500
4.relu,relu,1.0,0.689405083656311,-0.49118945002555847,-0.08323943614959717,0.43915578722953796,0.3031005859375,fixed-e4m3,0.38623046875,0.6968994140625,2.054430115094874e-05,0.0135498046875,11,0.6968994140625,15500
4.tanh,tanh,1.0,0.6073145270347595,-0.36433669924736023,-0.00981050729751587,0.4266878068447113,0.9751932621002197,fixed-e4m3,0.496337890625,0.5263671875,7.364701014012098e-05,,11,0.0,15500
4.silu,silu,1.0,0.771798312664032,-0.5161670446395874,-0.04402314871549606,0.4630889296531677,0.48039066791534424,fixed-e4m3,0.3843994140625,0.589111328125,1.486253495386336e-05,,11,0.0,15500
2.relu,relu,1.0,0.7552418112754822,-0.5158352255821228,-0.06428314745426178,0.5490370988845825,0.38525390625,fixed-e4m3,0.325439453125,0.61474609375,2.727310493355617e-05,0.00927734375,11,0.61474609375,16000
2.tanh,tanh,1.0,0.7573134303092957,-0.5498710870742798,-0.02859807014465332,0.4574006497859955,0.9598185420036316,fixed-e4m3,0.4102783203125,0.5650634765625,4.586918294080533e-05,,11,0.0,16000
2.silu,silu,1.0,0.9184746146202087,-0.5061672925949097,0.009340355172753334,0.520183801651001,0.5074375867843628,fixed-e4m3,0.3614501953125,0.480224609375,2.1424984879558906e-05,,11,0.0,16000
3.relu,relu,1.0,0.7253546118736267,-0.5387601852416992,-0.10798068344593048,0.32026880979537964,0.2713623046875,fixed-e4m3,0.3572998046875,0.7286376953125,2.1468295017257333e-05,0.0137939453125,11,0.7286376953125,16000
3.tanh,tanh,1.0,0.721731424331665,-0.5338562726974487,-0.016310127452015877,0.4870277941226959,0.9588171243667603,fixed-e4m3,0.381103515625,0.532958984375,7.900364289525896e-05,,11,0.0,16000
3.silu,silu,1.0,0.7105198502540588,-0.5160406827926636,0.01145489327609539,0.5036296844482422,0.5039449334144592,fixed-e4m3,0.38818359375,0.4752197265625,1.958736902452074e-05,,11,0.0,16000
4.relu,relu,1.0,0.7036812901496887,-0.4987502992153168,-0.08127886056900024,0.440267950296402,0.306884765625,fixed-e4m3,0.3885498046875,0.693115234375,1.468999562348472e-05,0.012451171875,11,0.693115234375,16000
