array,elements,format,gain,margin,mode,mse_e3m4,mse_e4m3,mse_e5m2,seed,step
weight:2.expand.bias,48,e3m4,4.0,0.6266992223615026,adaptive,3.01206929858829e-06,8.068746380981725e-06,2.936199356778609e-05,11,5200
weight:2.project.weight,1536,e3m4,4.0,0.7351038445196556,adaptive,1.3172698709654503e-06,4.97277836507972e-06,1.9188882511061834e-05,11,5200
weight:2.project.bias,32,e3m4,4.0,0.7413970078834727,adaptive,1.2260101217822556e-06,4.740896892754481e-06,1.5967371952554604e-05,11,5200
weight:3.expand.weight,1536,e3m4,4.0,0.7384603028645007,adaptive,2.013708886664784e-06,7.699438780115723e-06,3.1141635170967836e-05,11,5200
weight:3.expand.bias,48,e3m4,4.0,0.7955058740380145,adaptive,2.2859620327102402e-06,1.1178619542036089e-05,3.780533446444621e-05,11,5200
weight:3.project.weight,1536,e3m4,4.0,0.7563776931452029,adaptive,1.1892658769726957e-06,4.881596814045101e-06,1.9284958875562085e-05,11,5200
weight:3.project.bias,32,e3m4,4.0,0.6493758846350629,adaptive,1.482683977393546e-06,4.228699374686013e-06,1.4618908075214105e-05,11,5200
weight:4.expand.weight,1536,e3m4,4.0,0.7328835464049408,adaptive,1.960552072590934e-06,7.339690409199107e-06,3.2272770936187093e-05,11,5200
weight:4.expand.bias,48,e3m4,4.0,0.623051929031261,adaptive,2.509094247302837e-06,6.656339269370928e-06,3.316032667355891e-05,11,5200
weight:4.project.weight,1536,e3m4,4.0,0.7225482510208454,adaptive,1.3731833458302495e-06,4.949269020226718e-06,2.0637735834577595e-05,11,5200
weight:4.project.bias,32,e3m4,4.0,0.7269232712998684,adaptive,1.968480868179733e-06,7.208526620154964e-06,2.138190908782982e-05,11,5200
weight:5.weight,32,e3m4,4.0,0.7709312191024211,adaptive,1.2649361519408587e-06,5.522080079984519e-06,2.329922745725817e-05,11,5200
weight:5.bias,1,e4m3,4.0,0.0,adaptive,1.284597706333046e-08,1.284597706333046e-08,1.284597706333046e-08,11,5200
gradient:1.weight,576,e3m4,4.0,0.7344039252427296,adaptive,5.6029215711790357e-11,2.1095649008742225e-10,9.376370182477126e-10,11,5200
gradient:1.bias,32,e3m4,4.0,0.6427078708132282,adaptive,1.2404060406999334e-09,3.4716858821469314e-09,1.5863100484888444e-08,11,5200
gradient:2.expand.weight,1536,e3m4,4.0,0.7229957504791688,adaptive,1.2379241333092302e-11,4.468971632928454e-11,1.7918371022800557e-10,11,5200
gradient:2.expand.bias,48,e3m4,4.0,0.6577605739506638,adaptive,5.244152542330891e-10,1.5323052059977772e-09,2.994791352940609e-09,11,5200
gradient:2.project.weight,1536,e3m4,4.0,0.7952571091749704,adaptive,5.92581936630677e-11,2.894273565459664e-10,8.871380926378281e-10,11,5200
gradient:2.project.bias,32,e3m4,4.0,0.6712459662325194,adaptive,3.8574032272237695e-10,1.1733401969303328e-09,6.800415384683294e-09,11,5200
gradient:3.expand.weight,1536,e3m4,4.0,0.7196551827226485,adaptive,5.1002754351003256e-12,1.8192865074635948e-11,8.003247561196888e-11,11,5200
gradient:3.expand.bias,48,e3m4,4.0,0.5454358602054539,adaptive,1.0140115327060156e-10,2.2307336719617358e-10,1.4261724690477942e-09,11,5200
gradient:3.project.weight,1536,e3m4,4.0,0.7259970980006533,adaptive,2.7462144203358827e-11,1.0022574214715543e-10,4.4528036196917504e-10,11,5200
gradient:3.project.bias,32,e3m4,4.0,0.7863825991772785,adaptive,3.069032342871191e-10,1.4366958548560115e-09,5.02528179714951e-09,11,5200
gradient:4.expand.weight,1536,e3m4,4.0,0.7151778016326126,adaptive,4.728506478639578e-12,1.660160797066932e-11,7.970664163365642e-11,11,5200
gradient:4.expand.bias,48,e3m4,4.0,0.6615756341623128,adaptive,4.802873669409344e-11,1.4191867236039576e-10,5.579239956848318e-10,11,5200
gradient:4.project.weight,1536,e3m4,4.0,0.782774125612594,adaptive,3.689049340467825e-11,1.6982550310229995e-10,6.400964720007485e-10,11,5200
gradient:4.project.bias,32,e3m4,4.0,0.6953029640527804,adaptive,3.1898962642303503e-10,1.0469075468075482e-09,4.171259102057919e-09,11,5200
gradient:5.weight,32,e3m4,4.0,0.6877186219453477,adaptive,4.419578281130646e-09,1.4152551486298285e-08,6.42769026004763e-08,11,5200
gradient:5.bias,1,e4m3,4.0,0.0,adaptive,1.724328493272337e-08,1.724328493272337e-08,1.724328493272337e-08,11,5200
weight:1.weight,576,e3m4,4.0,0.6872732593295938,adaptive,2.6218850431331065e-06,8.383948994935499e-06,4.207935769452227e-05,11,5300
weight:1.bias,32,e3m4,4.0,0.7600787699177578,adaptive,2.7336405746456233e-06,1.1393908632881566e-05,4.256302602486415e-05,11,5300
weight:2.expand.weight,1536,e3m4,4.0,0.7218589052778588,adaptive,1.9590304589331647e-06,7.043297434671446e-06,2.816736688085864e-05,11,5300
weight:2.expand.bias,48,e3m4,4.0,0.592713233275675,adaptive,3.153139005284188e-06,7.741815504205698e-06,3.019719966610699e-05,11,5300
weight:2.project.weight,1536,e3m4,4.0,0.7320796542736628,adaptive,1.3181348634489775e-06,4.919875942513767e-06,1.928215915588706e-05,11,5300
weight:2.project.bias,32,e3m4,4.0,0.7483701763805223,adaptive,1.1920262659794408e-06,4.7372217205145735e-06,1.5591918708875075e-05,11,5300
weight:3.expand.weight,1536,e3m4,4.0,0.736417494455667,adaptive,2.0395076942166315e-06,7.737644385786442e-06,3.104586698202686e-05,11,5300
weight:3.expand.bias,48,e3m4,4.0,0.7803285021981611,adaptive,2.361170797264628e-06,1.0748644320687393e-05,3.7661828246283146e-05,11,5300
weight:3.project.weight,1536,e3m4,4.0,0.750225975729854,adaptive,1.2040950815704956e-06,4.820737805257896e-06,1.9359432407069795e-05,11,5300
weight:3.project.bias,32,e3m4,4.0,0.6371569746093593,adaptive,1.512636945383496e-06,4.168846689983842e-06,1.4613916949363305e-05,11,5300
weight:4.expand.weight,1536,e3m4,4.0,0.7325136133718662,adaptive,1.9703392734848464e-06,7.36612916388923e-06,3.2176986169582476e-05,11,5300
weight:4.expand.bias,48,e3m4,4.0,0.5861859579694365,adaptive,2.6361622464415624e-06,6.370403076478639e-06,3.3750772147754956e-05,11,5300
weight:4.project.weight,1536,e3m4,4.0,0.724151500450457,adaptive,1.3585055266389533e-06,4.9248247819269436e-06,2.06540294209282e-05,11,5300
weight:4.project.bias,32,e3m4,4.0,0.706669891818841,adaptive,2.058741342414485e-06,7.018513562007136e-06,2.1443927385467212e-05,11,5300
weight:5.weight,32,e3m4,4.0,0.7792175148906322,adaptive,1.2599398002202666e-06,5.706701777526135e-06,2.3274134228486176e-05,11,5300
weight:5.bias,1,e4m3,4.0,0.0,adaptive,1.0321770993471091e-08,1.0321770993471091e-08,1.0321770993471091e-08,11,5300
gradient:1.weight,576,e3m4,4.0,0.7128753805785879,adaptive,1.522861846004718e-11,5.303835836416442e-11,2.801202382372685e-10,11,5300
gradient:1.bias,32,e3m4,4.0,0.8722220559476052,adaptive,8.940747466945597e-12,6.997097608081313e-11,2.330433807274004e-10,11,5300
gradient:2.expand.weight,1536,e3m4,4.0,0.7633234881201346,adaptive,1.2279904218197365e-12,5.188476085210568e-12,2.0827545826896142e-11,11,5300
gradient:2.expand.bias,48,e3m4,4.0,0.7593879198487851,adaptive,4.4729665281218775e-12,1.858994995309795e-11,5.486860400676635e-11,11,5300
gradient:2.project.weight,1536,e3m4,4.0,0.7651917743190212,adaptive,2.036592986079673e-12,8.673431180586838e-12,3.04302384765911e-11,11,5300
gradient:2.project.bias,32,e3m4,4.0,0.5367026013327431,adaptive,5.5161523225011764e-12,1.1906288138826592e-11,5.4170915700454446e-11,11,5300
gradient:3.expand.weight,1536,e3m4,4.0,0.8204183264418257,adaptive,3.184778030070514e-13,1.7734426720546323e-12,6.213626026140753e-12,11,5300
gradient:3.expand.bias,48,e3m4,4.0,0.8447241424610262,adaptive,1.2205211301745998e-12,7.8603406190705e-12,3.266603569665438e-11,11,5300
gradient:3.project.weight,1536,e3m4,4.0,0.7465248852144005,adaptive,1.562613900223953e-12,6.164762570659773e-12,2.6069815400117486e-11,11,5300
gradient:3.project.bias,32,e3m4,4.0,0.7259876506320954,adaptive,3.814818239604872e-12,1.3922066828027806e-11,8.147638400295047e-11,11,5300
gradient:4.expand.weight,1536,e3m4,4.0,0.7671178593724199,adaptive,2.534671982152738e-13,1.0883925986433318e-12,4.785033587897626e-12,11,5300
gradient:4.expand.bias,48,e3m4,4.0,0.6863430085921908,adaptive,7.632695835457826e-13,2.433453117432342e-12,9.12175147446151e-12,11,5300
gradient:4.project.weight,1536,e3m4,4.0,0.7058767545193909,adaptive,1.9413553181794405e-12,6.600482444042086e-12,2.7283193587395994e-11,11,5300
gradient:4.project.bias,32,e3m4,4.0,0.6335081074259664,adaptive,3.1893332185105253e-12,8.702329527975194e-12,5.445518762735454e-11,11,5300
gradient:5.weight,32,e3m4,4.0,0.7826825412492578,adaptive,2.233752254025878e-10,1.027875195516591e-09,4.9109821495556305e-09,11,5300
gradient:5.bias,1,e4m3,4.0,0.0,adaptive,3.320171308024422e-11,3.320171308024422e-11,3.320171308024422e-11,11,5300
weight:1.weight,576,e3m4,4.0,0.6867725594938646,adaptive,2.59929379990447e-06,8.298423010782021e-06,4.231514103119766e-05,11,5400
weight:1.bias,32,e3m4,4.0,0.7553156269363609,adaptive,2.615294485964803e-06,1.0688441003482474e-05,4.3428320546924404e-05,11,5400
weight:2.expand.weight,1536,e3m4,4.0,0.720195615343552,adaptive,1.971748157618162e-06,7.046880841553399e-06,2.810791891329175e-05,11,5400
weight:2.expand.bias,48,e3m4,4.0,0.62742628733915,adaptive,2.946466992767305e-06,7.908413537080228e-06,3.0471389716647083e-05,11,5400
weight:2.project.weight,1536,e3m4,4.0,0.7298301384132988,adaptive,1.3106728473191087e-06,4.851291848844864e-06,1.9185210042536715e-05,11,5400
weight:2.project.bias,32,e3m4,4.0,0.7295646817239451,adaptive,1.238421722705618e-06,4.579363858981844e-06,1.5418154250413827e-05,11,5400
weight:3.expand.weight,1536,e3m4,4.0,0.7365804721916224,adaptive,2.041539435907407e-06,7.750144618710684e-06,3.0835184193806006e-05,11,5400
weight:3.expand.bias,48,e3m4,4.0,0.767808779707858,adaptive,2.485953556754685e-06,1.070649249195068e-05,3.529136513036933e-05,11,5400
weight:3.project.weight,1536,e3m4,4.0,0.7487655021392399,adaptive,1.2193202564408757e-06,4.853315395868327e-06,1.927571268499127e-05,11,5400
weight:3.project.bias,32,e3m4,4.0,0.5868394134651521,adaptive,1.5837759770961319e-06,3.833318154519923e-06,1.485022547693415e-05,11,5400
weight:4.expand.weight,1536,e3m4,4.0,0.7374577848795446,adaptive,1.941705404992161e-06,7.39578358513239e-06,3.2106937634034976e-05,11,5400
weight:4.expand.bias,48,e3m4,4.0,0.592791412522013,adaptive,2.417809968981057e-06,5.937522054619635e-06,3.447207892782132e-05,11,5400
weight:4.project.weight,1536,e3m4,4.0,0.7291956181829627,adaptive,1.3508299701339313e-06,4.988213119264032e-06,2.052128374408875e-05,11,5400
weight:4.project.bias,32,e3m4,4.0,0.6976829612154225,adaptive,2.1064632194109047e-06,6.967729069719787e-06,2.1043648280374107e-05,11,5400
weight:5.weight,32,e3m4,4.0,0.7746636383614212,adaptive,1.2756077805385884e-06,5.660905196403941e-06,2.329686216142701e-05,11,5400
weight:5.bias,1,e4m3,4.0,0.0,adaptive,6.059736490718337e-08,6.059736490718337e-08,6.059736490718337e-08,11,5400
gradient:1.weight,576,e3m4,4.0,0.6568155931945294,adaptive,5.6117404627260955e-11,1.635196807151857e-10,7.527828829352683e-10,11,5400
gradient:1.bias,32,e3m4,4.0,0.7908136400576881,adaptive,6.203218416370567e-11,2.9654029154105707e-10,1.2026968766385466e-09,11,5400
gradient:2.expand.weight,1536,e3m4,4.0,0.7841578532698592,adaptive,5.334378396873938e-12,2.471425751497602e-11,8.99236300902598e-11,11,5400
gradient:2.expand.bias,48,e3m4,4.0,0.5435373387089849,adaptive,3.5997695419887993e-11,7.88623001891887e-11,2.0336416632645156e-10,11,5400
gradient:2.project.weight,1536,e3m4,4.0,0.746310782123377,adaptive,7.06488547149732e-12,2.7848583911568495e-11,9.1721055105793e-11,11,5400
gradient:2.project.bias,32,e3m4,4.0,0.8333538179532756,adaptive,1.3448303476009897e-11,8.06997394770151e-11,3.8730256179083065e-10,11,5400
gradient:3.expand.weight,1536,e3m4,4.0,0.6977536388749075,adaptive,1.4200214833038597e-12,4.698225242540296e-12,1.893616023941012e-11,11,5400
gradient:3.expand.bias,48,e3m4,4.0,0.8325321744640262,adaptive,4.980356399154505e-12,2.9739183531016077e-11,1.326903551168986e-10,11,5400
gradient:3.project.weight,1536,e3m4,4.0,0.7461397697158724,adaptive,5.863515660977264e-12,2.309741724576019e-11,8.74729976979015e-11,11,5400
gradient:3.project.bias,32,e3m4,4.0,0.8583109980690176,adaptive,1.1731209701521526e-11,8.279548547625359e-11,2.890513563658248e-10,11,5400
gradient:4.expand.weight,1536,e3m4,4.0,0.7071422590267573,adaptive,6.61036777371443e-13,2.2571941420248803e-12,9.885497008100248e-12,11,5400
gradient:4.expand.bias,48,e3m4,4.0,0.5832409715359883,adaptive,2.841402551209534e-12,6.817854820522255e-12,1.67901444703893e-11,11,5400
gradient:4.project.weight,1536,e3m4,4.0,0.7198263298729385,adaptive,6.694520085917483e-12,2.3894179930903048e-11,9.489056343801566e-11,11,5400
gradient:4.project.bias,32,e3m4,4.0,0.6834977480741231,adaptive,1.4435967300312273e-11,4.561094656505982e-11,2.454145611906309e-10,11,5400
gradient:5.weight,32,e3m4,4.0,0.8763624271591779,adaptive,7.759392500231076e-10,6.275917847579351e-09,1.5832186995110842e-08,11,5400
gradient:5.bias,1,e4m3,4.0,0.0,adaptive,6.508240615269584e-10,6.508240615269584e-10,4.7798802027760115e-08,11,5400
weight:1.weight,576,e3m4,4.0,0.6933356097505863,adaptive,2.5812885661780438e-06,8.417307807008998e-06,4.2388719005698216e-05,11,5500
weight:1.bias,32,e3m4,4.0,0.7530398417303269,adaptive,2.566975042570442e-06,1.0394288133583808e-05,4.365325926274135e-05,11,5500
weight:2.expand.weight,1536,e3m4,4.0,0.7173487105163129,adaptive,1.9917779900780055e-06,7.046767745925883e-06,2.8006220829583216e-05,11,5500
weight:2.expand.bias,48,e3m4,4.0,0.6070746481030499,adaptive,3.0891596010042257e-06,7.861950332526262e-06,3.0921376014045276e-05,11,5500
weight:2.project.weight,1536,e3m4,4.0,0.72160914459702,adaptive,1.354286297273073e-06,4.864693904232948e-06,1.9001799179944132e-05,11,5500
weight:2.project.bias,32,e3m4,4.0,0.7494800297114287,adaptive,1.1733898218768086e-06,4.6838175037510705e-06,1.520875744200117e-05,11,5500
weight:3.expand.weight,1536,e3m4,4.0,0.7412321407204085,adaptive,2.0117479485993144e-06,7.774334703699337e-06,3.0605412815674645e-05,11,5500
weight:3.expand.bias,48,e3m4,4.0,0.8084455283671591,adaptive,2.0949721677279132e-06,1.093669153150034e-05,3.7103188037645486e-05,11,5500
weight:3.project.weight,1536,e3m4,4.0,0.7463572330335739,adaptive,1.2227106911731504e-06,4.820601453756405e-06,1.9223735598937244e-05,11,5500
weight:3.project.bias,32,e3m4,4.0,0.6237352526046606,adaptive,1.5019171107380448e-06,3.991649818737837e-06,1.4638731513252619e-05,11,5500
weight:4.expand.weight,1536,e3m4,4.0,0.7470493202213974,adaptive,1.9072313528420765e-06,7.53993369186198e-06,3.193463344662124e-05,11,5500
weight:4.expand.bias,48,e3m4,4.0,0.5901279506042547,adaptive,2.409035583141763e-06,5.87753077257473e-06,3.4845161223960386e-05,11,5500
weight:4.project.weight,1536,e3m4,4.0,0.727617010240474,adaptive,1.34551817698908e-06,4.93980251181241e-06,2.0488028117414383e-05,11,5500
weight:4.project.bias,32,e3m4,4.0,0.6897212274154023,adaptive,2.1085171730194917e-06,6.795557283715253e-06,2.098472946048588e-05,11,5500
weight:5.weight,32,e3m4,4.0,0.7225839605820864,adaptive,1.4863589777060465e-06,5.357869648866696e-06,2.348264477317302e-05,11,5500
weight:5.bias,1,e4m3,4.0,0.0,adaptive,2.002050190942628e-07,2.002050190942628e-07,2.002050190942628e-07,11,5500
gradient:1.weight,576,e3m4,4.0,0.7344018791602412,adaptive,5.1849092437706305e-11,1.95216337652434e-10,7.181853307599164e-10,11,5500
gradient:1.bias,32,e3m4,4.0,0.7480095137577868,adaptive,3.646411450331953e-10,1.447043301002651e-09,6.309716913948898e-09,11,5500
gradient:2.expand.weight,1536,e3m4,4.0,0.6709604898758701,adaptive,7.21545757868334e-12,2.1928848532388447e-11,9.839362159277391e-11,11,5500
gradient:2.expand.bias,48,e3m4,4.0,0.886152303217384,adaptive,9.877962228919092e-11,8.67647085367072e-10,2.234820222221266e-09,11,5500
gradient:2.project.weight,1536,e3m4,4.0,0.7738437160907125,adaptive,2.2304185306567874e-11,9.862288555959028e-11,3.83947919229483e-10,11,5500
gradient:2.project.bias,32,e3m4,4.0,0.41605993494596044,adaptive,1.459644825314385e-10,2.499648358910439e-10,2.670151223884998e-09,11,5500
gradient:3.expand.weight,1536,e3m4,4.0,0.6823622190157809,adaptive,2.396647378595091e-12,7.545221387609936e-12,4.1164253919851423e-11,11,5500
gradient:3.expand.bias,48,e3m4,4.0,0.8252710472021733,adaptive,1.801949500532485e-11,1.0312827219982614e-10,6.853957129515018e-10,11,5500
gradient:3.project.weight,1536,e3m4,4.0,0.7891703683498824,adaptive,1.1453299855324534e-11,5.432490568655864e-11,2.0731240451740633e-10,11,5500
gradient:3.project.bias,32,e3m4,4.0,0.5037283046824491,adaptive,1.216122640330755e-10,2.450517834898061e-10,1.6815519722557051e-09,11,5500
gradient:4.expand.weight,1536,e3m4,4.0,0.729901777064166,adaptive,2.0597318259590626e-12,7.625862190320237e-12,3.305558596113733e-11,11,5500
gradient:4.expand.bias,48,e3m4,4.0,0.556931305498947,adaptive,1.539384751429153e-11,3.4743703866568135e-11,1.8498754076947057e-10,11,5500
gradient:4.project.weight,1536,e3m4,4.0,0.7463524065807894,adaptive,1.9790091342462016e-11,7.80219953033592e-11,3.090199703460527e-10,11,5500
gradient:4.project.bias,32,e3m4,4.0,0.7123802840939442,adaptive,1.2116323484536444e-10,4.212619237998954e-10,1.4580836356194087e-09,11,5500
gradient:5.weight,32,e3m4,4.0,0.748504266755617,adaptive,1.1282573984888945e-09,4.4861890256903326e-09,4.623729526463118e-08,11,5500
gradient:5.bias,1,e3m4,4.0,0.989598629126433,adaptive,2.0421030179351707e-09,1.9633018020007165e-07,2.845911840389237e-07,11,5500
weight:1.weight,576,e3m4,4.0,0.6913054781847432,adaptive,2.6554577555572905e-06,8.602218594428091e-06,4.220591172677523e-05,11,5600
weight:1.bias,32,e3m4,4.0,0.7505976434955431,adaptive,2.5978586508217184e-06,1.041633562421971e-05,4.408509095994482e-05,11,5600
weight:2.expand.weight,1536,e3m4,4.0,0.7254247317965667,adaptive,1.9291485063136007e-06,7.025936891316414e-06,2.8378732629690155e-05,11,5600
weight:2.expand.bias,48,e3m4,4.0,0.6337352490074011,adaptive,3.0807102134147167e-06,8.411156697623267e-06,2.999814020502778e-05,11,5600
weight:2.project.weight,1536,e3m4,4.0,0.7145304103225475,adaptive,1.3607768175720223e-06,4.7668013223739246e-06,1.914375267097564e-05,11,5600
weight:2.project.bias,32,e3m4,4.0,0.7798585818586062,adaptive,1.0644172113027814e-06,4.835151968627371e-06,1.4862983522199158e-05,11,5600
weight:3.expand.weight,1536,e3m4,4.0,0.7333343295658488,adaptive,2.044458221902864e-06,7.666746974120578e-06,3.081026467582911e-05,11,5600
weight:3.expand.bias,48,e3m4,4.0,0.8225059847899767,adaptive,1.8733748983668e-06,1.0554580649663553e-05,3.7793678894199405e-05,11,5600
weight:3.project.weight,1536,e3m4,4.0,0.7380328512562679,adaptive,1.2409963385058323e-06,4.737221229673459e-06,1.9290688360343373e-05,11,5600
weight:3.project.bias,32,e3m4,4.0,0.6040753046130344,adaptive,1.5313358444477205e-06,3.867745210869042e-06,1.450327916484225e-05,11,5600
weight:4.expand.weight,1536,e3m4,4.0,0.739681546137578,adaptive,1.9415851704272718e-06,7.458499931984832e-06,3.167274565862913e-05,11,5600
weight:4.expand.bias,48,e3m4,4.0,0.564538335007923,adaptive,2.532014649271393e-06,5.814552354034337e-06,3.461278360023825e-05,11,5600
weight:4.project.weight,1536,e3m4,4.0,0.7264638760580715,adaptive,1.3519418361412913e-06,4.942461773086716e-06,2.0399367232912383e-05,11,5600
weight:4.project.bias,32,e3m4,4.0,0.7073817586421113,adaptive,2.0151590182123486e-06,6.886648654783262e-06,2.0835011858791536e-05,11,5600
weight:5.weight,32,e3m4,4.0,0.7167920658481184,adaptive,1.5302125250003318e-06,5.4031414394615585e-06,2.2750244478817274e-05,11,5600
weight:5.bias,1,e3m4,4.0,0.6935651176205364,adaptive,1.2108186188408698e-07,3.951308054223057e-07,3.951308054223057e-07,11,5600
gradient:1.weight,576,e3m4,4.0,0.7492430942933698,adaptive,1.2818492655845999e-11,5.111920096367287e-11,1.5995330982595392e-10,11,5600
gradient:1.bias,32,e3m4,4.0,0.6081062142519919,adaptive,3.0408343151849896e-11,7.759332823767403e-11,2.3259730571872578e-10,11,5600
gradient:2.expand.weight,1536,e3m4,4.0,0.7843173242952979,adaptive,1.054403967113381e-12,4.888681780622003e-12,1.6385282095118204e-11,11,5600
gradient:2.expand.bias,48,e3m4,4.0,0.6378434621267095,adaptive,7.565937602431178e-12,2.0891346175499143e-11,1.3413994923217748e-10,11,5600
gradient:2.project.weight,1536,e3m4,4.0,0.756468493307214,adaptive,2.138725456673903e-12,8.782130434448862e-12,3.3317022415305634e-11,11,5600
gradient:2.project.bias,32,e3m4,4.0,0.8209838647241806,adaptive,5.366309449513221e-12,2.997668026541334e-11,8.398246101562368e-11,11,5600
gradient:3.expand.weight,1536,e3m4,4.0,0.7845438257779527,adaptive,2.4703073385923913e-13,1.14654748118126e-12,4.540569998232871e-12,11,5600
gradient:3.expand.bias,48,e3m4,4.0,0.8182338214738085,adaptive,2.3152390160919336e-12,1.2737457732040735e-11,4.465884329727051e-11,11,5600
gradient:3.project.weight,1536,e3m4,4.0,0.7614259361170417,adaptive,1.8113761227255194e-12,7.592510657881735e-12,3.061161820691865e-11,11,5600
gradient:3.project.bias,32,e3m4,4.0,0.8737633264990203,adaptive,4.25256190231915e-12,3.3687214534262487e-11,8.914999560347791e-11,11,5600
gradient:4.expand.weight,1536,e3m4,4.0,0.7404676795620517,adaptive,1.6459684813840156e-13,6.342055889634567e-13,2.6407847801201627e-12,11,5600
gradient:4.expand.bias,48,e3m4,4.0,0.6063700330610964,adaptive,9.935071819415657e-13,2.523962262496571e-12,1.5373054801855466e-11,11,5600
gradient:4.project.weight,1536,e3m4,4.0,0.7288000780677514,adaptive,1.845483292833314e-12,6.804881357209069e-12,2.719307228510654e-11,11,5600
gradient:4.project.bias,32,e3m4,4.0,0.7286231626953201,adaptive,8.352950870969059e-12,3.077989615447925e-11,1.1410994734713305e-10,11,5600
gradient:5.weight,32,e3m4,4.0,0.5313960944724341,adaptive,1.2515083592854976e-10,2.670716877351926e-10,4.0963566879360475e-09,11,5600
gradient:5.bias,1,e4m3,4.0,0.0,adaptive,2.169395088916226e-12,2.169395088916226e-12,5.88876312350526e-08,11,5600
weight:1.weight,576,e3m4,4.0,0.6852627505346636,adaptive,2.6891595801990074e-06,8.544141453759442e-06,4.2666743956147556e-05,11,5700
weight:1.bias,32,e3m4,4.0,0.7611914924976468,adaptive,2.5428632178923726e-06,1.0648126586810631e-05,4.3274880891298435e-05,11,5700
weight:2.expand.weight,1536,e3m4,4.0,0.7220336467960377,adaptive,1.928597272997605e-06,6.9382400091512704e-06,2.85389112025423e-05,11,5700
weight:2.expand.bias,48,e3m4,4.0,0.6368845738450228,adaptive,3.0515919931491716e-06,8.40391724874491e-06,2.9882568720066944e-05,11,5700
weight:2.project.weight,1536,e3m4,4.0,0.7207562047710071,adaptive,1.3284155150412822e-06,4.757189014538067e-06,1.9252924882402975e-05,11,5700
weight:2.project.bias,32,e3m4,4.0,0.7749099339331147,adaptive,1.0775714737337116e-06,4.787290228141443e-06,1.519667276807462e-05,11,5700
weight:3.expand.weight,1536,e3m4,4.0,0.7314182876709273,adaptive,2.060013742201092e-06,7.669970246064681e-06,3.042857562387037e-05,11,5700
weight:3.expand.bias,48,e3m4,4.0,0.8091877399924152,adaptive,1.9818292058632636e-06,1.038627814472972e-05,3.768335099216171e-05,11,5700
weight:3.project.weight,1536,e3m4,4.0,0.739410317411669,adaptive,1.2328891802755259e-06,4.7311511646575585e-06,1.9360948714938963e-05,11,5700
weight:3.project.bias,32,e3m4,4.0,0.6248383048996059,adaptive,1.4900589521019765e-06,3.9717779601759e-06,1.456447039359577e-05,11,5700
weight:4.expand.weight,1536,e3m4,4.0,0.7372172701764844,adaptive,1.9704435078291976e-06,7.4983752134417055e-06,3.134262544703915e-05,11,5700
weight:4.expand.bias,48,e3m4,4.0,0.6263936793361407,adaptive,2.202180197505973e-06,5.894386887226451e-06,3.437360926196337e-05,11,5700
weight:4.project.weight,1536,e3m4,4.0,0.7254266555848726,adaptive,1.3559143620510236e-06,4.938259265258529e-06,2.03499238953004e-05,11,5700
weight:4.project.bias,32,e3m4,4.0,0.7056653964332406,adaptive,2.0166872039263957e-06,6.851682335301704e-06,2.077655663071404e-05,11,5700
weight:5.weight,32,e3m4,4.0,0.7281196146386155,adaptive,1.6041762297326232e-06,5.900301441754785e-06,2.204084698186569e-05,11,5700
weight:5.bias,1,e3m4,4.0,0.889376366212309,adaptive,5.940835579032466e-08,5.370313174157815e-07,5.370313174157815e-07,11,5700
gradient:1.weight,576,e3m4,4.0,0.6943261615978509,adaptive,3.7580901332917156e-11,1.2294444800825627e-10,5.944261223208031e-10,11,5700
gradient:1.bias,32,e3m4,4.0,0.78191169038183,adaptive,1.1709458164801818e-10,5.369136101473202e-10,3.4610004404555236e-09,11,5700
gradient:2.expand.weight,1536,e3m4,4.0,0.6954320028620966,adaptive,3.743701083369499e-12,1.2291839978428242e-11,5.3353945933542705e-11,11,5700
gradient:2.expand.bias,48,e3m4,4.0,0.7092328338754734,adaptive,3.53858104945177e-11,1.2169809599259584e-10,9.948261542726255e-10,11,5700
gradient:2.project.weight,1536,e3m4,4.0,0.7688778949730299,adaptive,7.280057621016881e-12,3.149875093153621e-11,1.5421219014046306e-10,11,5700
gradient:2.project.bias,32,e3m4,4.0,0.6778603465553921,adaptive,4.980431676748434e-11,1.546047381467374e-10,4.071458962711904e-10,11,5700
gradient:3.expand.weight,1536,e3m4,4.0,0.7267511598295189,adaptive,1.1946804025097055e-12,4.372133480106775e-12,1.6018276246334067e-11,11,5700
gradient:3.expand.bias,48,e3m4,4.0,0.8412516292467456,adaptive,3.4690162998141154e-12,2.18522954494196e-11,1.6779075498377472e-10,11,5700
gradient:3.project.weight,1536,e3m4,4.0,0.7759485732210363,adaptive,7.479920923517796e-12,3.3384839503374636e-11,1.1954071065403565e-10,11,5700
gradient:3.project.bias,32,e3m4,4.0,0.8539182904958348,adaptive,2.6940834907121275e-11,1.8442305336215357e-10,7.561002103640577e-10,11,5700
gradient:4.expand.weight,1536,e3m4,4.0,0.7653459616242203,adaptive,8.549577240119225e-13,3.643481825114707e-12,1.2293724642008749e-11,11,5700
gradient:4.expand.bias,48,e3m4,4.0,0.6534477314677928,adaptive,6.9124722093571745e-12,1.994640588744193e-11,1.3293210476408604e-10,11,5700
gradient:4.project.weight,1536,e3m4,4.0,0.764613666204564,adaptive,8.695870856427236e-12,3.694297250062291e-11,1.383801932836907e-10,11,5700
